log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,timestamp_clean,hostname_clean,src_ip_clean,is_src_ip_valid,is_src_ip_tampered,dst_ip_clean,is_dst_ip_valid,is_dst_ip_tampered,is_ip_tampered,src_port_clean,dst_port_clean,is_port_anomalous,protocol_clean,action_clean,bytes_sent_clean,bytes_received_clean,total_bytes,session_id_clean,threat_flag_clean,rule_name_clean,geo_country_clean
FW000023017,,vdr-11445,192.168.245.80.0,10.232.123.,8443.0,53.0,TCP,PERMIT,20489063,"20,592,732",SID-617897,False,ALLOW_INTERNAL_DNS,India,,VDR-11445,192.168.245.80.0,False,True,10.232.123.,False,True,True,8443,53,False,TCP,ALLOW,20489063,20592732,41081795,SID-617897,False,ALLOW_INTERNAL_DNS,India
FW000025590,2026-08-01T18:44:16,VDR-12185,,121.59.184.247,,80.0,UDP,PERMIT,42996.73 KB,24977695,SID458699,False,DENY_TELNET,ind,2026-08-01 18:44:16,VDR-12185,0.0.0.0,False,True,121.59.184.247,True,False,True,-1,80,True,UDP,ALLOW,0,24977695,24977695,SID458699,False,DENY_TELNET,Ind
FW000013688,02/09/2026 02:15,WS-11139,172.16.173.6,74.109.129.105,80.0,53.0,TCP,permit,-40793383,"3,049,526",SID946003,yes,MONITOR_DB_ACCESS,US,2026-09-02 02:15:00,WS-11139,172.16.173.6,True,False,74.109.129.105,True,False,False,80,53,False,TCP,ALLOW,0,3049526,3049526,SID946003,True,MONITOR_DB_ACCESS,Us
FW000015061,,WS-12631.corp.local,192.168.2.61.0,,-1.0,-2.0,udp,pass,13090992,17619936,SID323790,False,ALLOW_WEB,unknown,,WS-12631,192.168.2.61.0,False,True,0.0.0.0,False,True,True,-1,-1,True,UDP,ALLOW,13090992,17619936,30710928,SID323790,False,ALLOW_WEB,Unknown
FW000002816,,VDR-12159,10.51.142,219.6.217.93,25.0,8080.0,TCP/6,pass,15.58 MB,32.67 MB,SID858435,False,block_tor_exit,,,VDR-12159,10.51.142,False,True,219.6.217.93,True,False,True,25,8080,False,TCP,ALLOW,0,0,0,SID858435,False,BLOCK_TOR_EXIT,Unknown
FW000016983,,WS-11182,UNKNOWN,157.240.35.157,8080.0,445.0,6,block,15151.91 KB,"23,658,040",SID989490,False,,US,,WS-11182,0.0.0.0,False,True,157.240.35.157,True,False,True,8080,445,False,TCP,DENY,0,23658040,23658040,SID989490,False,UNKNOWN,Us
FW000028238,1787872236,VDR-11199.corp.local,165-148.28.30,192.168.14.36.0,3389.0,3306.0,UDP/17,Allow,-20266903,16632105,SID955488,False,ALLOW_INTERNAL_DNS,US,2026-08-27 23:10:36,VDR-11199,165-148.28.30,False,True,192.168.14.36.0,False,True,True,3389,3306,False,UDP,ALLOW,0,16632105,16632105,SID955488,False,ALLOW_INTERNAL_DNS,Us
FW000002783,07/09/2026 19:19,WS-11864.corp.local,10.96.129,55.1.129.189,0.0,443.0,tcp,DENY,37316179,2621423,,False,,CN,2026-09-07 19:19:00,WS-11864,10.96.129,False,True,55.1.129.189,True,False,True,0,443,False,TCP,DENY,37316179,2621423,39937602,UNKNOWN_SESSION,False,UNKNOWN,Cn
FW000011195,07-Sep-2026 17:13:48,vdr-10808,UNKNOWN,50.72.53.189,3306.0,,tcp,PASS,35041578,"8,186,624",,no,UNKNOWN,India,2026-09-07 17:13:48,VDR-10808,0.0.0.0,False,True,50.72.53.189,True,False,True,3306,-1,True,TCP,ALLOW,35041578,8186624,43228202,UNKNOWN_SESSION,False,UNKNOWN,India
FW000023578,27-Aug-2026 11:19:04,LPT-12253,192.168.151.171,72.153.160.63,3306.0,22.0,TCP/6,ALLOW,35483474,"32,480,754",SID417990,False,,,2026-08-27 11:19:04,LPT-12253,192.168.151.171,True,False,72.153.160.63,True,False,False,3306,22,False,TCP,ALLOW,35483474,32480754,67964228,SID417990,False,UNKNOWN,Unknown
FW000022227,30-Aug-2026 09:14:45,WS-11696,192.168.209.214,10.219.56,90138.0,8443.0,TCP,pass,1433.27 KB,"9,309,150",SID687630,False,block_tor_exit,Russia,2026-08-30 09:14:45,WS-11696,192.168.209.214,True,False,10.219.56,False,True,True,-1,8443,True,TCP,ALLOW,0,9309150,9309150,SID687630,False,BLOCK_TOR_EXIT,Russia
FW000008148,17/08/2026 06:03,WS-12576,10.84.113,192.168.252.71,135.0,443.0,6,Allow,11853.22 KB,"10,982,460",SID510046,False,MONITOR_DB_ACCESS,CN,2026-08-17 06:03:00,WS-12576,10.84.113,False,True,192.168.252.71,True,False,True,135,443,False,TCP,ALLOW,0,10982460,10982460,SID510046,False,MONITOR_DB_ACCESS,Cn
FW000016178,,WS-11245,10.2.9,62.115.139.38,443.0,25.0,TCP/6,pass,13.29 MB,,,N,BLOCK_EXTERNAL_RDP,Russia,,WS-11245,10.2.9,False,True,62.115.139.38,True,False,True,443,25,False,TCP,ALLOW,0,0,0,UNKNOWN_SESSION,False,BLOCK_EXTERNAL_RDP,Russia
FW000005529,2026-08-01T18:11:06,WS-12242,10.76.20.,192.168.165.153,3389.0,,6,block,"11,408,976","20,788,893",,False,DENY_TELNET,United States,2026-08-01 18:11:06,WS-12242,10.76.20.,False,True,192.168.165.153,True,False,True,3389,-1,True,TCP,DENY,11408976,20788893,32197869,UNKNOWN_SESSION,False,DENY_TELNET,United States
FW000027349,2026-09-06 04:15:53,VDR-11650,192.168.36.1.0,172.239.152.56,25.0,22.0,udp,permit,27398542,,SID567370,False,UNKNOWN,US,2026-09-06 04:15:53,VDR-11650,192.168.36.1.0,False,True,172.239.152.56,True,False,True,25,22,False,UDP,ALLOW,27398542,0,27398542,SID567370,False,UNKNOWN,Us
FW000002513,2026-09-06T19:29:05,,,126.189.209.243,135.0,135.0,6,PERMIT,16084900,44090.98 KB,SID340865,N,,United States,2026-09-06 19:29:05,,0.0.0.0,False,True,126.189.209.243,True,False,True,135,135,False,TCP,ALLOW,16084900,0,16084900,SID340865,False,UNKNOWN,United States
FW000028129,17/08/2026 22:38,VDR-12074,10.57.104,,8443.0,3389.0,ICMP,ALLOW,-5902519,32309196,sid752150,0,DENY_TELNET,,2026-08-17 22:38:00,VDR-12074,10.57.104,False,True,0.0.0.0,False,True,True,8443,3389,False,ICMP,ALLOW,0,32309196,32309196,SID752150,False,DENY_TELNET,Unknown
FW000029449,2026-08-07 00:50:02,WS-11022.corp.local,192.168.106.174,172-16.26.236,3389.0,8080.0,tcp,PERMIT,36.4 MB,38397007,SID598454,False,MONITOR_DB_ACCESS,United States,2026-08-07 00:50:02,WS-11022,192.168.106.174,True,False,172-16.26.236,False,True,True,3389,8080,False,TCP,ALLOW,0,38397007,38397007,SID598454,False,MONITOR_DB_ACCESS,United States
FW000029348,2026-09-01 12:41:18,LPT-11491,192.168.193.25,999.999.999.999,3389.0,80.0,TCP/6,permit,45998733,26217142,SID157225,False,DENY_TELNET,China,2026-09-01 12:41:18,LPT-11491,192.168.193.25,True,False,999.999.999.999,False,True,True,3389,80,False,TCP,ALLOW,45998733,26217142,72215875,SID157225,False,DENY_TELNET,China
FW000018697,2026-08-02T20:37:22,VDR-12130,10.74.36,172.16.184.123,25.0,-1.0,6,ALLOW,49184865,,SID242589,False,,China,2026-08-02 20:37:22,VDR-12130,10.74.36,False,True,172.16.184.123,True,False,True,25,-1,True,TCP,ALLOW,49184865,0,49184865,SID242589,False,UNKNOWN,China
FW000007380,2026-08-04T17:15:17,LPT_11649,10.65.194,74.171.227.28,8080.0,22.0,6,PERMIT,9.49 MB,47667654,,False,ALLOW_WEB,United States,2026-08-04 17:15:17,LPT-11649,10.65.194,False,True,74.171.227.28,True,False,True,8080,22,False,TCP,ALLOW,0,47667654,47667654,UNKNOWN_SESSION,False,ALLOW_WEB,United States
FW000025262,2026-08-19 12:19:22,LPT-12719,192.168.249.115,191.205.246.,3306.0,445.0,6,Allow,"4,149,781","15,056,909",SID893512,N,allow_office_apps,CN,2026-08-19 12:19:22,LPT-12719,192.168.249.115,True,False,191.205.246.,False,True,True,3306,445,False,TCP,ALLOW,4149781,15056909,19206690,SID893512,False,ALLOW_OFFICE_APPS,Cn
FW000013406,2026-09-03 04:46:47,lpt-12427,172.16.23.235,10.63.23.0,25.0,80.0,TCP/6,PASS,"47,100,242",46232935,SID754309,False,block_tor_exit,China,2026-09-03 04:46:47,LPT-12427,172.16.23.235,True,False,10.63.23.0,True,False,False,25,80,False,TCP,ALLOW,47100242,46232935,93333177,SID754309,False,BLOCK_TOR_EXIT,China
FW000009675,2026-08-20 16:03:57,lpt-11840,184.169.223.140,172.16.139.189,443.0,445.0,TCP,pass,34412571,20099606,SID603075,True,UNKNOWN,United States,2026-08-20 16:03:57,LPT-11840,184.169.223.140,True,False,172.16.139.189,True,False,False,443,445,False,TCP,ALLOW,34412571,20099606,54512177,SID603075,True,UNKNOWN,United States
FW000020327,2026/08/12,VDR-11774,192.168.251.92,10.206.78,,1433.0,tcp,pass,32921646,-42721558,SID384132,False,BLOCK_EXTERNAL_RDP,IN,2026-08-12 00:00:00,VDR-11774,192.168.251.92,True,False,10.206.78,False,True,True,-1,1433,True,TCP,ALLOW,32921646,0,32921646,SID384132,False,BLOCK_EXTERNAL_RDP,In
FW000012376,08-04-2026 09:59:46 PM,WS-10023,172.16.21.,20-194.91.13,3306.0,80.0,TCP,DENY,10414144,"6,506,126",SID625841,no,allow_office_apps,CN,2026-04-08 21:59:46,WS-10023,172.16.21.,False,True,20-194.91.13,False,True,True,3306,80,False,TCP,DENY,10414144,6506126,16920270,SID625841,False,ALLOW_OFFICE_APPS,Cn
FW000000055,,LPT-12924,174.129.200.25,10.212.157,80.0,3306.0,icmp,Allow,44337081,44596601,sid665338,False,UNKNOWN,CN,,LPT-12924,174.129.200.25,True,False,10.212.157,False,True,True,80,3306,False,ICMP,ALLOW,44337081,44596601,88933682,SID665338,False,UNKNOWN,Cn
FW000018418,05/09/2026 15:32,WS-11706,121.240.169.241,192.168.39.198,445.0,,TCP,permit,22072.33 KB,-20180262,,False,,ind,2026-09-05 15:32:00,WS-11706,121.240.169.241,True,False,192.168.39.198,True,False,False,445,-1,True,TCP,ALLOW,0,0,0,UNKNOWN_SESSION,False,UNKNOWN,Ind
FW000029004,1787931578,ws-12334,196.216.119.79,172.16.192.119,443.0,,TCP,Allow,-5472994,41800116,SID713184,False,ALLOW_INTERNAL_DNS,IN,2026-08-28 15:39:38,WS-12334,196.216.119.79,True,False,172.16.192.119,True,False,False,443,-1,True,TCP,ALLOW,0,41800116,41800116,SID713184,False,ALLOW_INTERNAL_DNS,In
FW000023958,08-Sep-2026 01:03:15,VDR-12499,172.16.153.104,,135.0,22.0,tcp,ALLOW,18363862,"17,223,785",SID190476,False,DENY_TELNET,China,2026-09-08 01:03:15,VDR-12499,172.16.153.104,True,False,0.0.0.0,False,True,True,135,22,False,TCP,ALLOW,18363862,17223785,35587647,SID190476,False,DENY_TELNET,China
FW000003464,,WS-10137.corp.local,192.168.255.,999.999.999.999,25.0,86349.0,icmp,PERMIT,34899.66 KB,"15,605,361",SID749206,0,,RU,,WS-10137,192.168.255.,False,True,999.999.999.999,False,True,True,25,-1,True,ICMP,ALLOW,0,15605361,15605361,SID749206,False,UNKNOWN,Ru
FW000006707,2026-08-21 02:40:22,VDR-11588,135.63.182.165,172.16.51.160,8443.0,80.0,TCP,pass,49251408,40747.75 KB,,False,block_tor_exit,RU,2026-08-21 02:40:22,VDR-11588,135.63.182.165,True,False,172.16.51.160,True,False,False,8443,80,False,TCP,ALLOW,49251408,0,49251408,UNKNOWN_SESSION,False,BLOCK_TOR_EXIT,Ru
FW000020693,02/09/2026 03:20,WS-12473,10.168.124,172.16.254.176,-5.0,,TCP,PERMIT,11756263,27636.46 KB,SID116213,N,MONITOR_DB_ACCESS,US,2026-09-02 03:20:00,WS-12473,10.168.124,False,True,172.16.254.176,True,False,True,-1,-1,True,TCP,ALLOW,11756263,0,11756263,SID116213,False,MONITOR_DB_ACCESS,Us
FW000012629,10/08/2026,LPT-11740,73.77.186.245,999.999.999.999,53.0,,TCP/6,drop,"10,258,746",36488852,SID217687,0,allow_office_apps,CN,2026-08-10 00:00:00,LPT-11740,73.77.186.245,True,False,999.999.999.999,False,True,True,53,-1,True,TCP,DENY,10258746,36488852,46747598,SID217687,False,ALLOW_OFFICE_APPS,Cn
FW000002848,2026-08-28T23:43:29,VDR-10138,10.139.107.0,10-51.176,53.0,1433.0,UDP/17,ALLOW,"11,524,925","19,851,816",SID773436,False,MONITOR_DB_ACCESS,unknown,2026-08-28 23:43:29,VDR-10138,10.139.107.0,True,False,10-51.176,False,True,True,53,1433,False,UDP,ALLOW,11524925,19851816,31376741,SID773436,False,MONITOR_DB_ACCESS,Unknown
FW000005486,,VDR-11417,10.209.136,192.168.136.246,8443.0,25.0,tcp,permit,26720530,19.07 MB,SID149011,False,allow_office_apps,China,,VDR-11417,10.209.136,False,True,192.168.136.246,True,False,True,8443,25,False,TCP,ALLOW,26720530,0,26720530,SID149011,False,ALLOW_OFFICE_APPS,China
FW000029931,08-03-2026 09:04:11 AM,VDR-10886,181.146.20.201,999.999.999.999,443.0,25.0,6,Allow,9439123,12522.62 KB,SID382644,False,,IN,2026-03-08 09:04:11,VDR-10886,181.146.20.201,True,False,999.999.999.999,False,True,True,443,25,False,TCP,ALLOW,9439123,0,9439123,SID382644,False,UNKNOWN,In
FW000013105,2026-08-14T08:06:55,,212.136.9.156,10.171.66,445.0,,UDP/17,PERMIT,47110641,"33,717,151",SID682269,False,ALLOW_WEB,India,2026-08-14 08:06:55,,212.136.9.156,True,False,10.171.66,False,True,True,445,-1,True,UDP,ALLOW,47110641,33717151,80827792,SID682269,False,ALLOW_WEB,India
FW000026765,16/08/2026,WS-11006,UNKNOWN,22.227.73.173,8443.0,8080.0,TCP,PERMIT,,34592694,SID213176,False,,ind,2026-08-16 00:00:00,WS-11006,0.0.0.0,False,True,22.227.73.173,True,False,True,8443,8080,False,TCP,ALLOW,0,34592694,34592694,SID213176,False,UNKNOWN,Ind
FW000018944,09-05-2026 09:26:52 AM,VDR-12841,216.9.159.101,192-168.140.161,,22.0,TCP/6,pass,23276928,46576914,,no,,China,2026-05-09 09:26:52,VDR-12841,216.9.159.101,True,False,192-168.140.161,False,True,True,-1,22,True,TCP,ALLOW,23276928,46576914,69853842,UNKNOWN_SESSION,False,UNKNOWN,China
FW000004033,,VDR-12835,,192.168.9.203,22.0,1433.0,6,permit,7066591,44075907,SID925540,False,MONITOR_DB_ACCESS,Russia,,VDR-12835,0.0.0.0,False,True,192.168.9.203,True,False,True,22,1433,False,TCP,ALLOW,7066591,44075907,51142498,SID925540,False,MONITOR_DB_ACCESS,Russia
FW000021381,2026-09-04 22:56:20,VDR-12748,192-168.180.63,172.16.219.254,80.0,,TCP,Allow,8255087,36988584,SID508844,False,DENY_TELNET,Russia,2026-09-04 22:56:20,VDR-12748,192-168.180.63,False,True,172.16.219.254,True,False,True,80,-1,True,TCP,ALLOW,8255087,36988584,45243671,SID508844,False,DENY_TELNET,Russia
FW000028541,29/08/2026 10:11,,192.168.92.,215.165.83.201,,445.0,UDP/17,PERMIT,13142006,23903.22 KB,SID733656,False,DENY_TELNET,United States,2026-08-29 10:11:00,,192.168.92.,False,True,215.165.83.201,True,False,True,-1,445,True,UDP,ALLOW,13142006,0,13142006,SID733656,False,DENY_TELNET,United States
FW000021044,23/08/2026,WS-10043,10.199.87,28.118.250.100,-5.0,445.0,TCP,ALLOW,22581609,,SID-578082,no,MONITOR_DB_ACCESS,India,2026-08-23 00:00:00,WS-10043,10.199.87,False,True,28.118.250.100,True,False,True,-1,445,True,TCP,ALLOW,22581609,0,22581609,SID-578082,False,MONITOR_DB_ACCESS,India
FW000007454,02-Sep-2026 10:17:13,WS-12898,10.164.141,192.168.49.56,53.0,,UDP/17,ALLOW,25061092,38408283,SID861909,False,UNKNOWN,CN,2026-09-02 10:17:13,WS-12898,10.164.141,False,True,192.168.49.56,True,False,True,53,-1,True,UDP,ALLOW,25061092,38408283,63469375,SID861909,False,UNKNOWN,Cn
FW000005071,1788449040,WS-11814,172.16.149.218,999.999.999.999,53.0,25.0,6,ALLOW,9959100,13710598,SID406076,True,MONITOR_DB_ACCESS,,2026-09-03 15:24:00,WS-11814,172.16.149.218,True,False,999.999.999.999,False,True,True,53,25,False,TCP,ALLOW,9959100,13710598,23669698,SID406076,True,MONITOR_DB_ACCESS,Unknown
FW000025086,08-04-2026 10:09:53 PM,WS-11323,192.168.65.39,10.171.193,3306.0,53.0,TCP/6,Allow,17780362,49549933,sid717352,False,BLOCK_EXTERNAL_RDP,,2026-04-08 22:09:53,WS-11323,192.168.65.39,True,False,10.171.193,False,True,True,3306,53,False,TCP,ALLOW,17780362,49549933,67330295,SID717352,False,BLOCK_EXTERNAL_RDP,Unknown
FW000002860,08/09/2026,LPT-10607,172.16.130.131,192.168.119.64,,,6,ALLOW,16693.02 KB,10.75 MB,SID-598215,False,ALLOW_WEB,IN,2026-09-08 00:00:00,LPT-10607,172.16.130.131,True,False,192.168.119.64,True,False,False,-1,-1,True,TCP,ALLOW,0,0,0,SID-598215,False,ALLOW_WEB,In
FW000019651,2026-08-10T15:53:22,ws-10369,UNKNOWN,,22.0,8080.0,TCP,ALLOW,45.88 MB,,SID-447069,True,DENY_TELNET,IN,2026-08-10 15:53:22,WS-10369,0.0.0.0,False,True,0.0.0.0,False,True,True,22,8080,False,TCP,ALLOW,0,0,0,SID-447069,True,DENY_TELNET,In
FW000018903,,LPT-11775,,172.16.146.28,80.0,445.0,TCP/6,pass,3478437,"13,114,302",SID331461,N,,RU,,LPT-11775,0.0.0.0,False,True,172.16.146.28,True,False,True,80,445,False,TCP,ALLOW,3478437,13114302,16592739,SID331461,False,UNKNOWN,Ru
FW000000899,2026-08-18 19:16:26,LPT-12762,192.168.33.188,71.87.249.,135.0,8443.0,6,permit,42.65 MB,25.28 MB,SID-177802,False,allow_office_apps,United States,2026-08-18 19:16:26,LPT-12762,192.168.33.188,True,False,71.87.249.,False,True,True,135,8443,False,TCP,ALLOW,0,0,0,SID-177802,False,ALLOW_OFFICE_APPS,United States
FW000003220,,LPT-11998,,172.16.202.151,1433.0,53.0,UDP,DROP,"42,017,897",23275094,SID439053,False,MONITOR_DB_ACCESS,ind,,LPT-11998,0.0.0.0,False,True,172.16.202.151,True,False,True,1433,53,False,UDP,DENY,42017897,23275094,65292991,SID439053,False,MONITOR_DB_ACCESS,Ind
FW000001723,,WS-11696,172-16.206.47,41.163.53.189,3389.0,80.0,tcp,pass,"26,724,423","38,095,780",SID682097,False,ALLOW_INTERNAL_DNS,China,,WS-11696,172-16.206.47,False,True,41.163.53.189,True,False,True,3389,80,False,TCP,ALLOW,26724423,38095780,64820203,SID682097,False,ALLOW_INTERNAL_DNS,China
FW000016488,2026-08-19 11:07:17,,75.101.224.188.0,154.254.151.98,25.0,25.0,tcp,ALLOW,49414304,"34,402,951",SID280559,False,,China,2026-08-19 11:07:17,,75.101.224.188.0,False,True,154.254.151.98,True,False,True,25,25,False,TCP,ALLOW,49414304,34402951,83817255,SID280559,False,UNKNOWN,China
FW000021004,,VDR-10700,215-89.63.86,10.223.103,445.0,443.0,TCP/6,pass,25915.96 KB,"40,984,304",SID379193,N,MONITOR_DB_ACCESS,CN,,VDR-10700,215-89.63.86,False,True,10.223.103,False,True,True,445,443,False,TCP,ALLOW,0,40984304,40984304,SID379193,False,MONITOR_DB_ACCESS,Cn
FW000014604,09-04-2026 07:03:41 PM,VDR_11874,172.16.135.24,37.218.198.233.0,3306.0,135.0,6,permit,34581057,"26,793,353",SID410215,False,MONITOR_DB_ACCESS,United States,2026-04-09 19:03:41,VDR-11874,172.16.135.24,True,False,37.218.198.233.0,False,True,True,3306,135,False,TCP,ALLOW,34581057,26793353,61374410,SID410215,False,MONITOR_DB_ACCESS,United States
FW000027024,,WS-12219,192.168.253.193,86.27.201.9,8443.0,93968.0,TCP/6,Allow,710031,"23,546,378",SID996499,False,ALLOW_INTERNAL_DNS,India,,WS-12219,192.168.253.193,True,False,86.27.201.9,True,False,False,8443,-1,True,TCP,ALLOW,710031,23546378,24256409,SID996499,False,ALLOW_INTERNAL_DNS,India
FW000024780,17/08/2026 04:34,VDR-10550,10.86.16,10.235.96,1433.0,,6,ALLOW,3709998,27561785,,False,,US,2026-08-17 04:34:00,VDR-10550,10.86.16,False,True,10.235.96,False,True,True,1433,-1,True,TCP,ALLOW,3709998,27561785,31271783,UNKNOWN_SESSION,False,UNKNOWN,Us
FW000014147,2026-09-08 16:47:28,VDR-10444,10-229.159,172.16.114.129,53.0,80.0,TCP,deny,44733.71 KB,49440037,SID433662,False,UNKNOWN,US,2026-09-08 16:47:28,VDR-10444,10-229.159,False,True,172.16.114.129,True,False,True,53,80,False,TCP,DENY,0,49440037,49440037,SID433662,False,UNKNOWN,Us
FW000003738,24-Aug-2026 23:20:51,WS_11538,172.16.119.47,172.16.222.81,25.0,445.0,TCP,PERMIT,,11406684,SID977272,0,ALLOW_WEB,unknown,2026-08-24 23:20:51,WS-11538,172.16.119.47,True,False,172.16.222.81,True,False,False,25,445,False,TCP,ALLOW,0,11406684,11406684,SID977272,False,ALLOW_WEB,Unknown
FW000020051,24/08/2026,,172.16.87.25,192.168.207.225,25.0,-5.0,TCP/6,DENY,43542618,25077281,SID561623,False,block_tor_exit,India,2026-08-24 00:00:00,,172.16.87.25,True,False,192.168.207.225,True,False,False,25,-1,True,TCP,DENY,43542618,25077281,68619899,SID561623,False,BLOCK_TOR_EXIT,India
FW000018572,03/08/2026,LPT-11862,10.250.193,179.186.108.55,445.0,8443.0,tcp,ALLOW,,17.79 MB,SID150073,0,ALLOW_INTERNAL_DNS,CN,2026-08-03 00:00:00,LPT-11862,10.250.193,False,True,179.186.108.55,True,False,True,445,8443,False,TCP,ALLOW,0,0,0,SID150073,False,ALLOW_INTERNAL_DNS,Cn
FW000018004,12-Aug-2026 12:45:44,VDR-12157,172.16.216.138,153.25.140.,53.0,8443.0,6,permit,,"15,594,872",SID510755,False,allow_office_apps,China,2026-08-12 12:45:44,VDR-12157,172.16.216.138,True,False,153.25.140.,False,True,True,53,8443,False,TCP,ALLOW,0,15594872,15594872,SID510755,False,ALLOW_OFFICE_APPS,China
FW000008378,2026-08-17 02:25:07,WS_10004,172-16.234.147,999.999.999.999,445.0,3306.0,17,Allow,"10,312,512","32,714,148",,N,block_tor_exit,RU,2026-08-17 02:25:07,WS-10004,172-16.234.147,False,True,999.999.999.999,False,True,True,445,3306,False,UDP,ALLOW,10312512,32714148,43026660,UNKNOWN_SESSION,False,BLOCK_TOR_EXIT,Ru
FW000007327,08-19-2026 04:37:42 AM,LPT-12271,,10.107.182,22.0,80.0,TCP/6,PASS,-44820013,31782.57 KB,SID334284,True,ALLOW_INTERNAL_DNS,US,2026-08-19 04:37:42,LPT-12271,0.0.0.0,False,True,10.107.182,False,True,True,22,80,False,TCP,ALLOW,0,0,0,SID334284,True,ALLOW_INTERNAL_DNS,Us
FW000010912,2026-09-04 23:57:18,WS-11923,,176.39.52.47,,8443.0,TCP,Allow,16886128,44807611,SID639466,Y,ALLOW_WEB,United States,2026-09-04 23:57:18,WS-11923,0.0.0.0,False,True,176.39.52.47,True,False,True,-1,8443,True,TCP,ALLOW,16886128,44807611,61693739,SID639466,True,ALLOW_WEB,United States
FW000008318,19/08/2026,,172.16.92.155.0,UNKNOWN,22.0,3389.0,ICMP,Allow,42046492,29192857,,False,,United States,2026-08-19 00:00:00,,172.16.92.155.0,False,True,0.0.0.0,False,True,True,22,3389,False,ICMP,ALLOW,42046492,29192857,71239349,UNKNOWN_SESSION,False,UNKNOWN,United States
FW000021363,25/08/2026,WS-11706,209.221.219.108,172.16.255.34,25.0,3389.0,udp,Allow,16736414,35276192,SID118757,False,allow_office_apps,United States,2026-08-25 00:00:00,WS-11706,209.221.219.108,True,False,172.16.255.34,True,False,False,25,3389,False,UDP,ALLOW,16736414,35276192,52012606,SID118757,False,ALLOW_OFFICE_APPS,United States
FW000029822,2026-09-03 22:00:01,WS-12765,10.209.219,147.140.23.16,3306.0,135.0,UDP/17,permit,9862037,"13,009,823",SID249499,False,,Russia,2026-09-03 22:00:01,WS-12765,10.209.219,False,True,147.140.23.16,True,False,True,3306,135,False,UDP,ALLOW,9862037,13009823,22871860,SID249499,False,UNKNOWN,Russia
FW000008761,15/08/2026 17:12,VDR-11312,192.168.10.20,999.999.999.999,3306.0,3306.0,17,permit,,29436946,,no,allow_office_apps,India,2026-08-15 17:12:00,VDR-11312,192.168.10.20,True,False,999.999.999.999,False,True,True,3306,3306,False,UDP,ALLOW,0,29436946,29436946,UNKNOWN_SESSION,False,ALLOW_OFFICE_APPS,India
FW000007733,08-30-2026 12:44:21 PM,VDR-11768,161.97.209.104,999.999.999.999,,53.0,6,ALLOW,46139875,,SID351854,False,ALLOW_INTERNAL_DNS,CN,2026-08-30 12:44:21,VDR-11768,161.97.209.104,True,False,999.999.999.999,False,True,True,-1,53,True,TCP,ALLOW,46139875,0,46139875,SID351854,False,ALLOW_INTERNAL_DNS,Cn
FW000025482,2026-09-01 03:33:29,WS-11743,172.16.103.172.0,UNKNOWN,80.0,-5.0,6,Allow,"22,270,257",15281.75 KB,SID870965,False,block_tor_exit,Russia,2026-09-01 03:33:29,WS-11743,172.16.103.172.0,False,True,0.0.0.0,False,True,True,80,-1,True,TCP,ALLOW,22270257,0,22270257,SID870965,False,BLOCK_TOR_EXIT,Russia
FW000012130,,VDR-10778,10.228.229,192.168.20.,,445.0,tcp,PERMIT,,,SID-714309,False,,CN,,VDR-10778,10.228.229,False,True,192.168.20.,False,True,True,-1,445,True,TCP,ALLOW,0,0,0,SID-714309,False,UNKNOWN,Cn
FW000000914,2026-08-14 10:07:48,LPT-10479,,172.16.28.38,,8080.0,udp,DROP,26000.21 KB,36725490,SID997190,False,allow_office_apps,India,2026-08-14 10:07:48,LPT-10479,0.0.0.0,False,True,172.16.28.38,True,False,True,-1,8080,True,UDP,DENY,0,36725490,36725490,SID997190,False,ALLOW_OFFICE_APPS,India
FW000018146,2026-08-23 15:35:26,VDR-12784.corp.local,192.168.212.77,106.92.120.184,53.0,80.0,6,Deny,,"38,711,941",SID-205237,False,DENY_TELNET,IN,2026-08-23 15:35:26,VDR-12784,192.168.212.77,True,False,106.92.120.184,True,False,False,53,80,False,TCP,DENY,0,38711941,38711941,SID-205237,False,DENY_TELNET,In
FW000001509,31-Aug-2026 20:11:40,LPT-10717,,10.150.19,25.0,443.0,TCP,pass,,"31,740,685",SID991521,N,ALLOW_INTERNAL_DNS,United States,2026-08-31 20:11:40,LPT-10717,0.0.0.0,False,True,10.150.19,False,True,True,25,443,False,TCP,ALLOW,0,31740685,31740685,SID991521,False,ALLOW_INTERNAL_DNS,United States
FW000022628,,VDR-12272,UNKNOWN,999.999.999.999,443.0,-5.0,TCP,PASS,33806101,25098788,SID127686,False,,India,,VDR-12272,0.0.0.0,False,True,999.999.999.999,False,True,True,443,-1,True,TCP,ALLOW,33806101,25098788,58904889,SID127686,False,UNKNOWN,India
FW000022837,03/08/2026,VDR-11666,,102.82.74.219,-2.0,445.0,tcp,block,,21.02 MB,SID500557,no,BLOCK_EXTERNAL_RDP,India,2026-08-03 00:00:00,VDR-11666,0.0.0.0,False,True,102.82.74.219,True,False,True,-1,445,True,TCP,DENY,0,0,0,SID500557,False,BLOCK_EXTERNAL_RDP,India
