event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score,geo_location,timestamp_clean,user_id_clean,username_clean,department_clean,event_type_clean,event_category,is_failed_login,is_mfa_failed,auth_method_clean,source_ip_clean,is_source_ip_valid,is_source_ip_tampered,hostname_clean,device_id_clean,session_id_clean,mfa_passed_clean,failure_reason_clean,risk_score_clean,geo_location_clean
IAM00014247,2026-08-26T17:07:09,EMP11036,SANAYA.CHAUDHURI76,IT Dept,FAILED_LOGIN,password,192.168.215.157,VDR-11036,,SID763810,False,timeout,-3,Delhi,2026-08-26 17:07:09,EMP11036,sanaya.chaudhuri76,Engineering,FAILED_LOGIN,other,False,False,PASSWORD,192.168.215.157,True,False,VDR-11036,,SID763810,False,timeout,0.0,Delhi
IAM00007876,,12567,sara.borah1,IT Support,Login Success,otp,UNKNOWN,VDR-12567,DEV78025,SID988019,N,,55,,,EMP12567,sara.borah1,Support,LOGIN_SUCCESS,login_success,False,False,OTP,0.0.0.0,False,True,VDR-12567,DEV-78025,SID988019,False,,55.0,
IAM00014168,28/08/2026 12:47,EMP10400,hemang.rana70,Legal Dept,FAILED_LOGIN,MFA,80.53.213.53,WS-10400,DEV58418,,True,wrong_password,10,IN,2026-08-28 12:47:00,EMP10400,hemang.rana70,Legal,FAILED_LOGIN,other,False,False,MFA,80.53.213.53,True,False,WS-10400,DEV-58418,UNKNOWN_SESSION,True,wrong_password,10.0,IN
IAM00015441,08-02-2026 06:16:01 PM,EMP12035,omya.seshadri88,Customer Support,Successful Login,SSO,10.181.70,WS-12035,NA,,True,,,,2026-02-08 18:16:01,EMP12035,omya.seshadri88,Support,SUCCESSFUL_LOGIN,other,False,False,SSO,10.181.70,False,True,WS-12035,,UNKNOWN_SESSION,True,,0.0,
IAM00014841,2026-09-03T13:48:23,EMP-10683,SHAURYA.SAINI86,Ops Team,SSO_SUCCESS,PASSWORD,10.90.248.,WS-10683,NA,SID309449,True,,88,UNKNOWN,2026-09-03 13:48:23,EMP10683,shaurya.saini86,Operations,SSO_SUCCESS,other,False,False,PASSWORD,10.90.248.,False,True,WS-10683,,SID309449,True,,88.0,UNKNOWN
IAM00018678,02-Sep-2026 08:16:13,11347,shravya.chopra88,,Login Failed,sso,192.168.127.,WS-11347,DEV47104,,False,,63,India,2026-09-02 08:16:13,EMP11347,shravya.chopra88,Unknown,LOGIN_FAILED,login_failed,True,False,SSO,192.168.127.,False,True,WS-11347,DEV-47104,UNKNOWN_SESSION,False,,63.0,India
IAM00005738,1787275317,EMP12550,charan.vora9,RD,DEVICE_REGISTERED,certificate,129.253.57.193,WS-12550,DEV50159,,yes,NA,High,,2026-08-21 01:21:57,EMP12550,charan.vora9,Rd,DEVICE_REGISTERED,other,False,False,CERTIFICATE,129.253.57.193,True,False,WS-12550,DEV-50159,UNKNOWN_SESSION,True,NA,75.0,
IAM00013722,25-Aug-2026 05:35:26,EMP 12340,gautami.contractor31,IT,LOGON_SUCCESS,certificate,202.253.90.85,WS-12340,DEV40030,SID375945,True,,82,remote,2026-08-25 05:35:26,EMP12340,gautami.contractor31,Engineering,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,202.253.90.85,True,False,WS-12340,DEV-40030,SID375945,True,,82.0,remote
IAM00016720,1786525464,EMP11086,chaman.krish7,Mktg,AUTH_SUCCESS,sso,10.140.87,LPT-11086,DEV85649,,True,,60,UNKNOWN,2026-08-12 09:04:24,EMP11086,chaman.krish7,Marketing,LOGIN_SUCCESS,login_success,False,False,SSO,10.140.87,False,True,LPT-11086,DEV-85649,UNKNOWN_SESSION,True,,60.0,UNKNOWN
IAM00007152,07-Sep-2026 09:59:19,EMP10472,aryan.gour66,marketing dept,MFA_FAILED,mfa,10.207.187,WS-10472,,,N,WRONG PASSWORD,30,IN,2026-09-07 09:59:19,EMP10472,aryan.gour66,Marketing,MFA_FAILED,mfa_failed,True,True,MFA,10.207.187,False,True,WS-10472,,UNKNOWN_SESSION,False,WRONG PASSWORD,30.0,IN
IAM00008865,2026-08-22 13:54:08,emp10651,  pranit.srinivas94  ,,AUTH_FAILED,Certificate,172.16.14.,LPT_10651,DEV25408,SID144298,False,expired password,37,Delhi,2026-08-22 13:54:08,EMP10651,pranit.srinivas94,Unknown,LOGIN_FAILED,login_failed,True,False,CERTIFICATE,172.16.14.,False,True,LPT-10651,DEV-25408,SID144298,False,expired password,37.0,Delhi
IAM00006940,,EMP-10772,gagan.bhandari75,,MFA_FAILED,otp,192.168.155.220,vdr-10772,DEV97274,,N,WRONG PASSWORD,100,India,,EMP10772,gagan.bhandari75,Unknown,MFA_FAILED,mfa_failed,True,True,OTP,192.168.155.220,True,False,VDR-10772,DEV-97274,UNKNOWN_SESSION,False,WRONG PASSWORD,100.0,India
IAM00019795,2026-08-22 17:04:31,emp10186,ishwar.bora23,,Successful Login,OTP,10.92.152,LPT-10186,DEV27675,,True,NA,High,Punjab,2026-08-22 17:04:31,EMP10186,ishwar.bora23,Unknown,SUCCESSFUL_LOGIN,other,False,False,OTP,10.92.152,False,True,LPT-10186,DEV-27675,UNKNOWN_SESSION,True,NA,75.0,Punjab
IAM00010408,22-Aug-2026 04:01:55,EMP11864,,marketing dept,success_login,SSO,178.50.103.67,WS-11864,DEV98055,SID263293,True,,88,remote,2026-08-22 04:01:55,EMP11864,,Marketing,SUCCESS_LOGIN,other,False,False,SSO,178.50.103.67,True,False,WS-11864,DEV-98055,SID263293,True,,88.0,remote
IAM00012767,10/08/2026,EMP11631,libni.ahuja85,operations dept,Successful Login,BIOMETRIC,,LPT-11631,DEV58730,SID312629,True,,63,Delhi,2026-08-10 00:00:00,EMP11631,libni.ahuja85,Operations,SUCCESSFUL_LOGIN,other,False,False,BIOMETRIC,0.0.0.0,False,True,LPT-11631,DEV-58730,SID312629,True,,63.0,Delhi
IAM00000864,30-Aug-2026 06:30:19,EMP11689,vaishnavi.kant81,FINANCE,LOGIN_SUCCESS,SSO,172.16.124.103,LPT-11689.corp.local,DEV66935,,True,NA,0,,2026-08-30 06:30:19,EMP11689,vaishnavi.kant81,Finance,LOGIN_SUCCESS,login_success,False,False,SSO,172.16.124.103,True,False,LPT-11689,DEV-66935,UNKNOWN_SESSION,True,NA,0.0,Unknown
IAM00015256,04-Aug-2026 20:56:49,EMP12546,reva.nayak73,IT,SESSION_TERMINATED,BIOMETRIC,172.16.107.65,WS-12546,DEV38336,,Y,,27,ind,2026-08-04 20:56:49,EMP12546,reva.nayak73,Engineering,SESSION_TERMINATED,other,False,False,BIOMETRIC,172.16.107.65,True,False,WS-12546,DEV-38336,UNKNOWN_SESSION,True,,27.0,ind
IAM00003379,17/08/2026 21:46,EMP11934,nicholas.varma41,,SSO_SUCCESS,mfa,192.168.13.82,VDR-11934,DEV94621,SID616981,False,,37,,2026-08-17 21:46:00,EMP11934,nicholas.varma41,Unknown,SSO_SUCCESS,other,False,False,MFA,192.168.13.82,True,False,VDR-11934,DEV-94621,SID616981,False,None,37.0,Unknown
IAM00003011,2026-08-10 03:14:03,EMP10310,gabriel.trivedi30,,Successful Login,PASSWORD,192.168.152.195,VDR-10310,DEV96154,SID418640,True,,71/100,Punjab,2026-08-10 03:14:03,EMP10310,gabriel.trivedi30,Unknown,SUCCESSFUL_LOGIN,other,False,False,PASSWORD,192.168.152.195,True,False,VDR-10310,DEV-96154,SID418640,True,None,71.0,Punjab
IAM00004962,2026-08-07T22:26:12,EMP-12144,krishna.gala53,,Login Success,otp,192.168.85.10,LPT-12144,DEV10044,SID950355,N,,235,India,2026-08-07 22:26:12,EMP12144,krishna.gala53,Unknown,LOGIN_SUCCESS,login_success,False,False,OTP,192.168.85.10,True,False,LPT-12144,DEV-10044,SID950355,False,,100.0,India
IAM00009410,,EMP10020,pranit.raja29,Human Resource,failed logon,Certificate,UNKNOWN,,DEV82603,,no,unknown user,29,PB,,EMP10020,pranit.raja29,Human Resources,FAILED_LOGON,other,False,False,CERTIFICATE,0.0.0.0,False,True,,DEV-82603,UNKNOWN_SESSION,False,unknown user,29.0,PB
IAM00005759,31/08/2026 14:29,EMP11558,neelima.divan52,,Login Failed,sso,999.999.999.999,,DEV39651,,no,,97,PB,2026-08-31 14:29:00,EMP11558,neelima.divan52,Unknown,LOGIN_FAILED,login_failed,True,False,SSO,999.999.999.999,False,True,,DEV-39651,UNKNOWN_SESSION,False,,97.0,PB
IAM00012473,2026-08-06 03:10:37,EMP10052,ANIRUDH.RAMANATHAN31,Marketing,LOGIN_FAILED,PASSWORD,172.16.124.24,LPT-10052,DEV29313,SID694303,False,expired password,50,,2026-08-06 03:10:37,EMP10052,anirudh.ramanathan31,Marketing,LOGIN_FAILED,login_failed,True,False,PASSWORD,172.16.124.24,True,False,LPT-10052,DEV-29313,SID694303,False,expired password,50.0,Unknown
IAM00016376,2026-09-02 02:18:35,EMP11397,  kalpit.palla51  ,Business Sales,Login Success,biometric,10.135.75,WS-11397,DEV83813,SID422683,True,,89,remote,2026-09-02 02:18:35,EMP11397,kalpit.palla51,Sales,LOGIN_SUCCESS,login_success,False,False,BIOMETRIC,10.135.75,False,True,WS-11397,DEV-83813,SID422683,True,,89.0,remote
IAM00007998,03/09/2026 10:03,EMP-10495,tanmayi.thaman1,Purchase,SSO_SUCCESS,Certificate,172.16.97.190,,DEV86756,SID830068,True,,68/100,ind,2026-09-03 10:03:00,EMP10495,tanmayi.thaman1,Purchase,SSO_SUCCESS,other,False,False,CERTIFICATE,172.16.97.190,True,False,,DEV-86756,SID830068,True,,68.0,ind
IAM00010543,2026-08-30 04:52:45,EMP11550,,,AUTH_SUCCESS,sso,172.16.99.149,WS-11550,DEV30641,SID903824,True,,medium,PB,2026-08-30 04:52:45,EMP11550,,Unknown,LOGIN_SUCCESS,login_success,False,False,SSO,172.16.99.149,True,False,WS-11550,DEV-30641,SID903824,True,None,50.0,PB
IAM00005972,08-06-2026 02:57:06 PM,EMP12024,imaran.narasimhan79,Call Center,PRIVILEGE_ESCALATION_REQUEST,password,192.168.141.150,LPT-12024.corp.local,DEV94839,SID-661453,False,,19,UNKNOWN,2026-06-08 14:57:06,EMP12024,imaran.narasimhan79,Call Center,PRIVILEGE_CHANGE,account_action,False,False,PASSWORD,192.168.141.150,True,False,LPT-12024,DEV-94839,SID-661453,False,None,19.0,UNKNOWN
IAM00012929,19-Aug-2026 20:43:02,EMP-11337,siddharth.brahmbhatt93,,Successful Login,SSO,192.168.130.145,LPT-11337.corp.local,,SID870503,True,NA,30,IN,2026-08-19 20:43:02,EMP11337,siddharth.brahmbhatt93,Unknown,SUCCESSFUL_LOGIN,other,False,False,SSO,192.168.130.145,True,False,LPT-11337,,SID870503,True,NA,30.0,IN
IAM00000220,1788942404,EMP10867,NATHAN.MADAN77,,SSO_SUCCESS,Certificate,192.168.14.164,VDR-10867,DEV91219,,False,,49,Delhi,2026-09-09 08:26:44,EMP10867,nathan.madan77,Unknown,SSO_SUCCESS,other,False,False,CERTIFICATE,192.168.14.164,True,False,VDR-10867,DEV-91219,UNKNOWN_SESSION,False,None,49.0,Delhi
IAM00005651,08-21-2026 02:18:28 AM,11757,yashvi.sanghvi32,,LOGON_FAILURE,sso,10.170.207.0,VDR-11757,DEV95704,,True,OTP expired,90,IN,2026-08-21 02:18:28,EMP11757,yashvi.sanghvi32,Unknown,LOGIN_FAILED,login_failed,True,False,SSO,10.170.207.0,True,False,VDR-11757,DEV-95704,UNKNOWN_SESSION,True,OTP expired,90.0,IN
IAM00015150,06/08/2026 09:29,EMP10350,ansh.majumdar95,Fin,DEVICE_REGISTERED,sso,172.16.209.191,VDR-10350,DEV27984,,True,,Low,,2026-08-06 09:29:00,EMP10350,ansh.majumdar95,Finance,DEVICE_REGISTERED,other,False,False,SSO,172.16.209.191,True,False,VDR-10350,DEV-27984,UNKNOWN_SESSION,True,None,25.0,Unknown
IAM00006378,04/09/2026 02:23,EMP10085,maya.gola80,SALES,failed logon,sso,,WS_10085,DEV68028,SID310790,False,bad token,65,DL,2026-09-04 02:23:00,EMP10085,maya.gola80,Sales,FAILED_LOGON,other,False,False,SSO,0.0.0.0,False,True,WS-10085,DEV-68028,SID310790,False,bad token,65.0,DL
IAM00001714,1786133684,emp11940,jairaj_jayaraman47,,Login Success,certificate,168.34.201.51,vdr-11940,,SID936925,Y,,17/100,PB,2026-08-07 20:14:44,EMP11940,jairaj_jayaraman47,Unknown,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,168.34.201.51,True,False,VDR-11940,,SID936925,True,None,17.0,PB
IAM00014258,2026-08-29 06:54:57,EMP 12609,gagan.sankar65,LEGAL,AUTH_SUCCESS,PASSWORD,104.93.74.147,lpt-12609,DEV31385,SID500610,True,NA,23,DL,2026-08-29 06:54:57,EMP12609,gagan.sankar65,Legal,LOGIN_SUCCESS,login_success,False,False,PASSWORD,104.93.74.147,True,False,LPT-12609,DEV-31385,SID500610,True,NA,23.0,DL
IAM00002531,08-20-2026 08:47:23 AM,EMP10322,bakhshi.dora47,Support,ACCOUNT_LOCK,OTP,10.145.229,VDR-10322,DEV67850,,False,,47,IN,2026-08-20 08:47:23,EMP10322,bakhshi.dora47,Support,ACCOUNT_STATUS_CHANGE,account_action,False,False,OTP,10.145.229,False,True,VDR-10322,DEV-67850,UNKNOWN_SESSION,False,None,47.0,IN
IAM00006393,10-Aug-2026 13:05:46,EMP11416,RIA.KHARE57,legal,success_login,MFA,192-168.30.210,WS-11416,DEV75585,SID132080,True,,16,DL,2026-08-10 13:05:46,EMP11416,ria.khare57,Legal,SUCCESS_LOGIN,other,False,False,MFA,192.168.30.210,True,False,WS-11416,DEV-75585,SID132080,True,None,16.0,DL
IAM00002626,2026-08-30T18:20:45,EMP-11358,  lavanya.pillai59  ,,success_login,PASSWORD,210.177.68.86,ws-11358,DEV44521,SID126681,True,,73,Maharashtra,2026-08-30 18:20:45,EMP11358,lavanya.pillai59,Unknown,SUCCESS_LOGIN,other,False,False,PASSWORD,210.177.68.86,True,False,WS-11358,DEV-44521,SID126681,True,,73.0,Maharashtra
IAM00011596,11/08/2026,EMP11959,nathaniel.das13,R&D,AUTH_SUCCESS,PASSWORD,192-168.1.89,WS-11959,DEV82423,SID560611,True,,,,2026-08-11 00:00:00,EMP11959,nathaniel.das13,R&D,LOGIN_SUCCESS,login_success,False,False,PASSWORD,192.168.1.89,True,False,WS-11959,DEV-82423,SID560611,True,None,0.0,Unknown
IAM00005327,08-Sep-2026 00:32:23,EMP 10727,kabir.sampath9,,ACCOUNT_LOCK,OTP,19.182.111.209,WS-10727,DEV73185,,False,NA,41,remote,2026-09-08 00:32:23,EMP10727,kabir.sampath9,Unknown,ACCOUNT_STATUS_CHANGE,account_action,False,False,OTP,19.182.111.209,True,False,WS-10727,DEV-73185,UNKNOWN_SESSION,False,NA,41.0,remote
IAM00014099,2026-08-04T07:20:09,EMP10045,  kiaan.sen15  ,Marketing,Login Success,mfa,192.168.17.50,ws-10045,DEV15014,SID463747,True,NA,96,Punjab,2026-08-04 07:20:09,EMP10045,kiaan.sen15,Marketing,LOGIN_SUCCESS,login_success,False,False,MFA,192.168.17.50,True,False,WS-10045,DEV-15014,SID463747,True,NA,96.0,Punjab
IAM00000782,,EMP12529,KALA.ARORA16,,AUTH_SUCCESS,otp,10.8.229,WS-12529,DEV14602,SID665292,False,NA,96,India,,EMP12529,kala.arora16,Unknown,LOGIN_SUCCESS,login_success,False,False,OTP,10.8.229,False,True,WS-12529,DEV-14602,SID665292,False,NA,96.0,India
IAM00015188,03-Sep-2026 00:04:24,12026,bhavna.patla52,RD,SSO_SUCCESS,otp,192.168.93.228,LPT-12026.corp.local,DEV80683,SID279243,Y,,,PB,2026-09-03 00:04:24,EMP12026,bhavna.patla52,Rd,SSO_SUCCESS,other,False,False,OTP,192.168.93.228,True,False,LPT-12026,DEV-80683,SID279243,True,,0.0,PB
IAM00006669,2026-09-03 05:36:43,emp10014,ridhi.saini2,Human Resource,LOGIN_SUCCESS,BIOMETRIC,172.16.96.111,WS-10014,DEV94012,,True,,,,2026-09-03 05:36:43,EMP10014,ridhi.saini2,Human Resources,LOGIN_SUCCESS,login_success,False,False,BIOMETRIC,172.16.96.111,True,False,WS-10014,DEV-94012,UNKNOWN_SESSION,True,,0.0,
IAM00012598,10/08/2026 01:44,EMP10293,  hamsini.nair93  ,,ACCOUNT_LOCK,SSO,172.16.95.,VDR-10293,,,True,NA,48,Punjab,2026-08-10 01:44:00,EMP10293,hamsini.nair93,Unknown,ACCOUNT_STATUS_CHANGE,account_action,False,False,SSO,172.16.95.,False,True,VDR-10293,,UNKNOWN_SESSION,True,NA,48.0,Punjab
IAM00007136,2026/08/06,EMP11301,kabir.tandon59,MKT,LOGIN_FAILED,sso,131.74.245.148.0,WS-11301,DEV75619,,N,OTP expired,90,India,2026-08-06 00:00:00,EMP11301,kabir.tandon59,Marketing,LOGIN_FAILED,login_failed,True,False,SSO,131.74.245.148.0,False,True,WS-11301,DEV-75619,UNKNOWN_SESSION,False,OTP expired,90.0,India
IAM00009379,09/09/2026,EMP-12645,hemani.bhagat18,OPERATIONS,Successful Login,mfa,UNKNOWN,LPT-12645,DEV79338,SID398615,True,,33,Punjab,2026-09-09 00:00:00,EMP12645,hemani.bhagat18,Operations,SUCCESSFUL_LOGIN,other,False,False,MFA,0.0.0.0,False,True,LPT-12645,DEV-79338,SID398615,True,None,33.0,Punjab
IAM00017017,02-Aug-2026 11:57:50,EMP11994,gavin.bakshi66,legal,SSO_SUCCESS,otp,999.999.999.999,WS-11994,,,Y,,60,UNKNOWN,2026-08-02 11:57:50,EMP11994,gavin.bakshi66,Legal,SSO_SUCCESS,other,False,False,OTP,999.999.999.999,False,True,WS-11994,,UNKNOWN_SESSION,True,,60.0,UNKNOWN
IAM00000702,26/08/2026 10:31,EMP10118,sneha.prakash29,sales team,success_login,PASSWORD,172.16.181.246,VDR-10118,DEV96400,SID302412,yes,,-10,UNKNOWN,2026-08-26 10:31:00,EMP10118,sneha.prakash29,Sales,SUCCESS_LOGIN,other,False,False,PASSWORD,172.16.181.246,True,False,VDR-10118,DEV-96400,SID302412,True,,0.0,UNKNOWN
IAM00011773,22-Aug-2026 07:09:52,EMP 10859,gautami_kibe60,sales dept,LOGIN_SUCCESS,BIOMETRIC,10.178.104,LPT-10859.corp.local,DEV16525,SID514401,yes,NA,90,Maharashtra,2026-08-22 07:09:52,EMP10859,gautami_kibe60,Sales,LOGIN_SUCCESS,login_success,False,False,BIOMETRIC,10.178.104,False,True,LPT-10859,DEV-16525,SID514401,True,NA,90.0,Maharashtra
IAM00014166,13-Aug-2026 13:14:30,11901,radha.acharya83,,Successful Login,otp,61.85.0.233,VDR-11901,DEV76807,SID366026,True,,112,ind,2026-08-13 13:14:30,EMP11901,radha.acharya83,Unknown,SUCCESSFUL_LOGIN,other,False,False,OTP,61.85.0.233,True,False,VDR-11901,DEV-76807,SID366026,True,,100.0,ind
IAM00003013,2026-08-22T17:01:48,EMP11175,david.jayaraman10,R&D,Login Success,password,999.999.999.999,,DEV13956,SID808449,False,,55,India,2026-08-22 17:01:48,EMP11175,david.jayaraman10,R&D,LOGIN_SUCCESS,login_success,False,False,PASSWORD,999.999.999.999,False,True,,DEV-13956,SID808449,False,,55.0,India
IAM00001031,03-Sep-2026 08:36:14,EMP12456,  ira.shroff38  ,procurement team,MFA_FAILED,biometric,192.168.91.,WS-12456,DEV48012,SID171223,False,NA,82/100,IN,2026-09-03 08:36:14,EMP12456,ira.shroff38,Procurement Team,MFA_FAILED,mfa_failed,True,True,BIOMETRIC,192.168.91.,False,True,WS-12456,DEV-48012,SID171223,False,NA,82.0,IN
IAM00015964,,emp11005,xalak.gill58,Call Center,Successful Login,otp,192.168.173.190.0,LPT-11005,DEV85695,SID568125,False,,98,,,EMP11005,xalak.gill58,Call Center,SUCCESSFUL_LOGIN,other,False,False,OTP,192.168.173.190.0,False,True,LPT-11005,DEV-85695,SID568125,False,,98.0,Unknown
IAM00007295,08/08/2026,EMP 10782,benjamin.sahota99,,failed logon,otp,UNKNOWN,LPT-10782,DEV80570,,False,invalid credentials,-9,Maharashtra,2026-08-08 00:00:00,EMP10782,benjamin.sahota99,Unknown,FAILED_LOGON,other,False,False,OTP,0.0.0.0,False,True,LPT-10782,DEV-80570,UNKNOWN_SESSION,False,invalid credentials,0.0,Maharashtra
IAM00016635,1788599681,EMP11895,,OPERATIONS,Login Success,Certificate,192.168.236.93,WS_11895,DEV96444,SID389783,False,,15,remote,2026-09-05 09:14:41,EMP11895,,Operations,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,192.168.236.93,True,False,WS-11895,DEV-96444,SID389783,False,,15.0,remote
IAM00005113,2026-08-18T02:36:33,EMP 11665,oni.goda48,Human Resources,LOGON_SUCCESS,Certificate,10.250.88,vdr-11665,DEV49335,SID744698,Y,,27,ind,2026-08-18 02:36:33,EMP11665,oni.goda48,Human Resources,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,10.250.88,False,True,VDR-11665,DEV-49335,SID744698,True,,27.0,ind
IAM00005781,2026-08-24 18:29:16,emp12928,waida.raju48,Human Resource,failed logon,biometric,40-84.73.184,VDR-12928,DEV43330,,no,invalid credentials,High,DL,2026-08-24 18:29:16,EMP12928,waida.raju48,Human Resources,FAILED_LOGON,other,False,False,BIOMETRIC,40.84.73.184,True,False,VDR-12928,DEV-43330,UNKNOWN_SESSION,False,invalid credentials,75.0,DL
IAM00019458,02-Aug-2026 13:00:40,EMP11615,akshay.maharaj13,,Login Success,SSO,192.168.158.229,LPT-11615,DEV10610,SID247462,True,NA,58,Delhi,2026-08-02 13:00:40,EMP11615,akshay.maharaj13,Unknown,LOGIN_SUCCESS,login_success,False,False,SSO,192.168.158.229,True,False,LPT-11615,DEV-10610,SID247462,True,NA,58.0,Delhi
IAM00011416,,EMP-10564,rayaan.aggarwal35,procurement team,LOGIN_FAILED,certificate,192.168.151.229,ws-10564,DEV57600,SID857536,False,bad token,121,IN,,EMP10564,rayaan.aggarwal35,Procurement Team,LOGIN_FAILED,login_failed,True,False,CERTIFICATE,192.168.151.229,True,False,WS-10564,DEV-57600,SID857536,False,bad token,100.0,IN
IAM00008723,2026-08-11 19:52:16,EMP-12028,neha.devan64,Supply Chain,success_login,biometric,192.168.108.27,WS-12028,DEV81037,SID524563,True,,-8,DL,2026-08-11 19:52:16,EMP12028,neha.devan64,Supply Chain,SUCCESS_LOGIN,other,False,False,BIOMETRIC,192.168.108.27,True,False,WS-12028,DEV-81037,SID524563,True,,0.0,DL
IAM00009266,,EMP11650,CHARITA.RATTAN19,IT Dept,Login Failed,PASSWORD,10.128.98.0,VDR-11650.corp.local,DEV80975,,1,timeout,98,Maharashtra,,EMP11650,charita.rattan19,Engineering,LOGIN_FAILED,login_failed,True,False,PASSWORD,10.128.98.0,True,False,VDR-11650,DEV-80975,UNKNOWN_SESSION,True,timeout,98.0,Maharashtra
IAM00016433,21/08/2026 21:16,EMP 11081,,,Login Success,BIOMETRIC,192.168.210.159.0,VDR-11081.corp.local,DEV85231,,True,,70,,2026-08-21 21:16:00,EMP11081,,Unknown,LOGIN_SUCCESS,login_success,False,False,BIOMETRIC,192.168.210.159.0,False,True,VDR-11081,DEV-85231,UNKNOWN_SESSION,True,,70.0,
IAM00000240,22-Aug-2026 04:56:41,EMP11247,,OPERATIONS,FAILED_LOGIN,MFA,180.73.201.193,,DEV51048,SID103405,False,NA,216,remote,2026-08-22 04:56:41,EMP11247,,Operations,FAILED_LOGIN,other,False,False,MFA,180.73.201.193,True,False,,DEV-51048,SID103405,False,NA,100.0,remote
IAM00013470,2026/08/29,EMP11860,gautami.johal58,sales team,LOGIN_SUCCESS,password,10.56.21.0,WS-11860.corp.local,DEV16260,SID799368,True,,41/100,,2026-08-29 00:00:00,EMP11860,gautami.johal58,Sales,LOGIN_SUCCESS,login_success,False,False,PASSWORD,10.56.21.0,True,False,WS-11860,DEV-16260,SID799368,True,,41.0,Unknown
IAM00000421,09-08-2026 09:40:13 AM,emp10408,akshay.sarraf2,,failed logon,BIOMETRIC,10.137.18,WS-10408,DEV24748,,0,OTP expired,96,Delhi,2026-08-09 09:40:13,EMP10408,akshay.sarraf2,Unknown,FAILED_LOGON,other,False,False,BIOMETRIC,10.137.18,False,True,WS-10408,DEV-24748,UNKNOWN_SESSION,False,OTP expired,96.0,Delhi
IAM00008011,09-03-2026 05:51:36 AM,emp_10027,yahvi.tank8,Finance,SSO_SUCCESS,Certificate,192.168.246.134,WS-10027,DEV44760,SID587566,False,,89,PB,2026-03-09 05:51:36,EMP10027,yahvi.tank8,Finance,SSO_SUCCESS,other,False,False,CERTIFICATE,192.168.246.134,True,False,WS-10027,DEV-44760,SID587566,False,,89.0,PB
IAM00013042,30/08/2026 12:42,EMP10337,lucky.balakrishnan2,information tech,LOGON_SUCCESS,mfa,192.168.11.205,,DEV65353,SID525197,True,,32,IN,2026-08-30 12:42:00,EMP10337,lucky.balakrishnan2,Engineering,LOGIN_SUCCESS,login_success,False,False,MFA,192.168.11.205,True,False,,DEV-65353,SID525197,True,,32.0,IN
IAM00009304,08-27-2026 12:09:27 PM,11298,HARRISON.VARUGHESE13,,Login Success,SSO,65.205.117.81,VDR_11298,DEV46068,,N,,83,ind,2026-08-27 12:09:27,EMP11298,harrison.varughese13,Unknown,LOGIN_SUCCESS,login_success,False,False,SSO,65.205.117.81,True,False,VDR-11298,DEV-46068,UNKNOWN_SESSION,False,None,83.0,ind
IAM00019881,2026-09-08T06:29:52,EMP-12484,aahana.seth4,,FAILED_LOGIN,password,10.96.76.,VDR-12484,,SID144145,False,,,UNKNOWN,2026-09-08 06:29:52,EMP12484,aahana.seth4,Unknown,FAILED_LOGIN,other,False,False,PASSWORD,10.96.76.,False,True,VDR-12484,,SID144145,False,,0.0,UNKNOWN
IAM00004431,01-Sep-2026 21:10:44,EMP11994,,Compliance,Successful Login,MFA,124.234.133.99,WS-11994.corp.local,DEV18205,SID803838,False,,44,Maharashtra,2026-09-01 21:10:44,EMP11994,,Compliance,SUCCESSFUL_LOGIN,other,False,False,MFA,124.234.133.99,True,False,WS-11994,DEV-18205,SID803838,False,,44.0,Maharashtra
IAM00007971,2026/08/04,EMP11827,ADITYA.KRISHNAN20,legal,invalid_credentials,certificate,10.164.125,ws-11827,DEV37605,SID-963914,False,MFA failed,14,remote,2026-08-04 00:00:00,EMP11827,aditya.krishnan20,Legal,LOGIN_FAILED,login_failed,True,False,CERTIFICATE,10.164.125,False,True,WS-11827,DEV-37605,SID-963914,False,MFA failed,14.0,remote
IAM00013668,2026-08-26 09:41:50,EMP11343,sanaya.dara84,information tech,Successful Login,mfa,98.110.121.200,VDR-11343,NA,SID423260,True,,Low,Delhi,2026-08-26 09:41:50,EMP11343,sanaya.dara84,Engineering,SUCCESSFUL_LOGIN,other,False,False,MFA,98.110.121.200,True,False,VDR-11343,,SID423260,True,,25.0,Delhi
IAM00012357,1786691528,emp12103,turvi.chada37,IT Dept,LOGON_FAILURE,certificate,172.16.211.228,LPT-12103,DEV12209,,False,wrong_password,,ind,2026-08-14 07:12:08,EMP12103,turvi.chada37,Engineering,LOGIN_FAILED,login_failed,True,False,CERTIFICATE,172.16.211.228,True,False,LPT-12103,DEV-12209,UNKNOWN_SESSION,False,wrong_password,0.0,ind
IAM00014033,2026/08/31,EMP-12532,ADVAITH.KUMAR2,Procurement,LOGIN_FAILED,otp,,LPT-12532,NA,,False,MFA failed,23,ind,2026-08-31 00:00:00,EMP12532,advaith.kumar2,Procurement,LOGIN_FAILED,login_failed,True,False,OTP,0.0.0.0,False,True,LPT-12532,,UNKNOWN_SESSION,False,MFA failed,23.0,ind
