alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,detected_timestamp_clean,resolved_timestamp_clean,is_temporal_anomaly,resolution_time_hours,user_id_clean,hostname_clean,severity_clean,severity_score,status_clean,is_active_alert,alert_type_clean,is_high_threat_type,file_path_clean,sha256_clean
EPA00000848,,2026-08-28T12:02:48,LPT_11762,emp11762,Quick Heal,Trojan:Win32,HIGH,Active,Endpoint protection detected suspicious activity on host.,,winword.exe,8ade41aa668443093c7b69d418b38f07532f22b39d1f50e12141bfb6da12896f,,CRITICAL,,2026-08-28 12:02:48,False,,EMP11762,LPT-11762,HIGH,75,OPEN,True,Trojan:Win32,True,Unknown,8ade41aa668443093c7b69d418b38f07532f22b39d1f50e12141bfb6da12896f
EPA00001480,08-11-2026 01:32:00 AM,,WS_11517,EMP11517,Defender,Credential dumping attempt,MEDIUM,Unassigned,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,excel.exe,026578ebfa3b938e635aa7b68723beecc1d5b70,,Critical,2026-11-08 01:32:00,,False,,EMP11517,WS-11517,MEDIUM,50,IN_PROGRESS,True,Credential Dumping Attempt,True,C:\Windows\System32\drivers\etc\hosts,026578ebfa3b938e635aa7b68723beecc1d5b70
EPA00001692,2026-09-01T08:54:44,30/08/2026,LPT-10403,EMP-10403,SentinelOne,Suspicious PowerShell Execution,M,WIP,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,,55b5ba7de0f032ee6fcc,,M,2026-09-01 08:54:44,2026-08-30 00:00:00,True,,EMP10403,LPT-10403,MEDIUM,50,IN_PROGRESS,True,Suspicious Powershell Execution,True,C:\Users\Public\Downloads\invoice.exe,55b5ba7de0f032ee6fcc
EPA00000625,2026-08-09T02:42:35,08-12-2026 12:42:35 AM,LPT-10188,EMP10188,Kaspersky,Credential dumping attempt,Medium,Active,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,winword.exe,2f500859fa03974101dfefdd1cc93d9983f3ea0595933aff43a5dbb8b753d02c,incident.team,MEDIUM,2026-08-09 02:42:35,2026-12-08 00:42:35,False,2902.0,EMP10188,LPT-10188,MEDIUM,50,OPEN,True,Credential Dumping Attempt,True,C:\Users\Public\Downloads\invoice.exe,2f500859fa03974101dfefdd1cc93d9983f3ea0595933aff43a5dbb8b753d02c
EPA00007297,08-20-2026 03:29:02 AM,2026-08-22 02:29:02,WS-11972.corp.local,EMP11972,SYMANTEC,Trojan:Win32,M,RESOLVED,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,winword.exe,5f52ab0330267cce864ea033ff3a120a590466608bf56d144c0fe7369ae6dd83,soc.analyst2,Medium,2026-08-20 03:29:02,2026-08-22 02:29:02,False,47.0,EMP11972,WS-11972,MEDIUM,50,RESOLVED,False,Trojan:Win32,True,C:\Users\user\Desktop\salary.xlsx,5f52ab0330267cce864ea033ff3a120a590466608bf56d144c0fe7369ae6dd83
EPA00007713,2026/09/04,2026-09-06 08:26:18,VDR-12989,emp12989,Kaspersky,Ransomware Activity,M,NEW,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,explorer.exe,53ff2643c2f96e350706348d03be46d7fe8def9b82f8fe3a3a03d2b4a02adfe9,admin,H,2026-09-04 00:00:00,2026-09-06 08:26:18,False,56.44,EMP12989,VDR-12989,MEDIUM,50,OPEN,True,Ransomware Activity,True,C:\Users\Public\Downloads\invoice.exe,53ff2643c2f96e350706348d03be46d7fe8def9b82f8fe3a3a03d2b4a02adfe9
EPA00003983,,03/09/2026 22:13,WS-11248,emp11248,SYMANTEC,Suspicious PowerShell Execution,P1,NEW,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,c805b17b900b630b890f6ca72bab830e2c43bc2c04ac4c5c57632d27a9410b80,unassigned,,,2026-09-03 22:13:00,False,,EMP11248,WS-11248,CRITICAL,100,OPEN,True,Suspicious Powershell Execution,True,C:\Users\Public\Downloads\invoice.exe,c805b17b900b630b890f6ca72bab830e2c43bc2c04ac4c5c57632d27a9410b80
EPA00007052,09-Sep-2026 06:02:51,,WS-10819,EMP 10819,Quick Heal,Keylogger suspected,M,Unassigned,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,excel.exe,d08a25c5091ed54be7675772730927eb3ad5947698c8c440c90fb05f71715c62,unassigned,CRITICAL,2026-09-09 06:02:51,,False,,EMP10819,WS-10819,MEDIUM,50,IN_PROGRESS,True,Keylogger Suspected,False,C:\Windows\System32\drivers\etc\hosts,d08a25c5091ed54be7675772730927eb3ad5947698c8c440c90fb05f71715c62
EPA00004688,20/08/2026 17:15,08-20-2026 02:15:54 PM,LPT-11278,EMP 11278,SentinelOne,Lateral movement detected,Low,Open,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,powershell.exe,867aa3570c0dfbdb97039cd5eeb441a468fa0619c90b017ce4334405220d04ed,,CRITICAL,2026-08-20 17:15:00,2026-08-20 14:15:54,True,,EMP11278,LPT-11278,LOW,25,OPEN,True,Lateral Movement Detected,True,C:\Users\user\Desktop\salary.xlsx,867aa3570c0dfbdb97039cd5eeb441a468fa0619c90b017ce4334405220d04ed
EPA00000757,2026-08-03T23:42:22,2026-08-03 01:42:22,LPT-10431,EMP10431,CrowdStrike,Credential dumping attempt,Medium,Resolved,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,explorer.exe,75a793e2debcea005398acc85f92f27bde5ee2f6e8b6ce3ca1036f332e3f6247,admin,LOW,2026-08-03 23:42:22,2026-08-03 01:42:22,True,,EMP10431,LPT-10431,MEDIUM,50,RESOLVED,False,Credential Dumping Attempt,True,C:\Users\user\Desktop\salary.xlsx,75a793e2debcea005398acc85f92f27bde5ee2f6e8b6ce3ca1036f332e3f6247
EPA00005009,2026-08-08T23:29:48,13/08/2026 15:29,VDR-10700,emp10700,SYMANTEC,Lateral movement detected,MEDIUM,NEW,Alert triggered by abnormal network connection.,,chrome.exe,ae645585df642ac6c7a1e78bf71296169161f4c29e65b6c57181e4ed8e8181aa,,High,2026-08-08 23:29:48,2026-08-13 15:29:00,False,111.99,EMP10700,VDR-10700,MEDIUM,50,OPEN,True,Lateral Movement Detected,True,Unknown,ae645585df642ac6c7a1e78bf71296169161f4c29e65b6c57181e4ed8e8181aa
EPA00002226,22/08/2026 23:53,08-26-2026 06:53:26 AM,ws-11262,EMP11262,McAfee,Suspicious PowerShell Execution,H,Not Malicious,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,df54ffdbf08015882c0219d939430308dec511639fa22300ca97dc02cce37957,,H,2026-08-22 23:53:00,2026-08-26 06:53:26,False,79.01,EMP11262,WS-11262,HIGH,75,OPEN,True,Suspicious Powershell Execution,True,C:\Users\user\AppData\Local\Temp\cache.bin,df54ffdbf08015882c0219d939430308dec511639fa22300ca97dc02cce37957
EPA00004270,18/08/2026 16:37,,WS-11776,EMP11776,CrowdStrike,Suspicious PowerShell Execution,Critical,WIP,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,,31ca13665a0753f13c297e735a1d88ccdd89055a6b3c283cde44798485f76a4e,soc.analyst2,LOW,2026-08-18 16:37:00,,False,,EMP11776,WS-11776,CRITICAL,100,IN_PROGRESS,True,Suspicious Powershell Execution,True,C:\Users\user\Desktop\salary.xlsx,31ca13665a0753f13c297e735a1d88ccdd89055a6b3c283cde44798485f76a4e
EPA00006913,2026-08-03T05:33:14,1785969194,vdr-11177,EMP 11177,Defender,Malware detected,Medium,R,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,python.exe,1eea6ebf79ba0cb344,unassigned,High,2026-08-03 05:33:14,2026-08-05 22:33:14,False,65.0,EMP11177,VDR-11177,MEDIUM,50,OPEN,True,Malware Detected,True,C:\Windows\System32\drivers\etc\hosts,1eea6ebf79ba0cb344
EPA00006080,2026-09-07 08:53:32,09-Sep-2026 07:53:32,LPT-12635,emp_12635,Windows Defender,Phishing URL blocked,L,IN_PROGRESS,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,excel.exe,d8d238dccb30c5cb0a5d4c327335f26b092e9b7a2addf45e8275602a9a57e3a7,soc.analyst1,M,2026-09-07 08:53:32,2026-09-09 07:53:32,False,47.0,EMP12635,LPT-12635,LOW,25,IN_PROGRESS,True,Phishing Url Blocked,False,D:\Projects\scripts\cleanup.ps1,d8d238dccb30c5cb0a5d4c327335f26b092e9b7a2addf45e8275602a9a57e3a7
EPA00004195,08-12-2026 02:13:06 AM,2026-08-16 05:13:06,VDR-12776,EMP12776,McAfee,Trojan:Win32,LOW,WIP,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,7EF159EBE375A14101E23DA153B1A7F3F8E2A39B3099680C0DF2AFD8F93B57A3,,M,2026-12-08 02:13:06,2026-08-16 05:13:06,True,,EMP12776,VDR-12776,LOW,25,IN_PROGRESS,True,Trojan:Win32,True,C:\Windows\System32\drivers\etc\hosts,7ef159ebe375a14101e23da153b1a7f3f8e2a39b3099680c0df2afd8f93b57a3
EPA00006770,2026-08-24 20:51:51,2026/08/29,VDR-11267,EMP11267,SentinelOne,suspicious_powershell,Minor,In Progress,Alert triggered by abnormal network connection.,,explorer.exe,79086d052e7119c3a49550646c07c8e668613634fa2f2d294b1fe340b5537808,,Low,2026-08-24 20:51:51,2026-08-29 00:00:00,False,99.14,EMP11267,VDR-11267,LOW,25,IN_PROGRESS,True,Suspicious_Powershell,True,Unknown,79086d052e7119c3a49550646c07c8e668613634fa2f2d294b1fe340b5537808
EPA00006024,28/08/2026 15:14,2026-09-01 03:14:24,VDR-11214,EMP11214,Defender,Keylogger suspected,Critical,Open,Alert generated from heuristic engine. Possible false positive.,,chrome.exe,,incident.team,CRITICAL,2026-08-28 15:14:00,2026-09-01 03:14:24,False,84.01,EMP11214,VDR-11214,CRITICAL,100,OPEN,True,Keylogger Suspected,False,Unknown,unknown
EPA00007687,30/08/2026,01-Sep-2026 17:00:43,LPT-11476,EMP11476,CrowdStrike,MALWARE_DETECTED,MEDIUM,Not Malicious,Endpoint protection detected suspicious activity on host.,,,1a1bbaa295496907cbfb08a5c52112e24cfd85924e38f19082a3ca823a5cf55d,,HIGH,2026-08-30 00:00:00,2026-09-01 17:00:43,False,65.01,EMP11476,LPT-11476,MEDIUM,50,OPEN,True,Malware_Detected,True,Unknown,1a1bbaa295496907cbfb08a5c52112e24cfd85924e38f19082a3ca823a5cf55d
EPA00006464,,2026-08-27 12:37:52,LPT-10912,EMP10912,CrowdStrike,USB device blocked,M,O,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,unknown,f2a2f7566ac587d265fc958473391149bdb6de970d34bf66cfa341d1f3a5f534,,H,,2026-08-27 12:37:52,False,,EMP10912,LPT-10912,MEDIUM,50,OPEN,True,Usb Device Blocked,False,D:\Projects\scripts\cleanup.ps1,f2a2f7566ac587d265fc958473391149bdb6de970d34bf66cfa341d1f3a5f534
EPA00005315,09-03-2026 06:07:31 AM,,LPT-11234,emp11234,Kaspersky,USB device blocked,P4,WIP,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,,c91e5cd85920bd3d50f46f7dc8c3d4a3c143d34f66cd5f0a66f3c077e4bc0add,soc.analyst2,Low,2026-03-09 06:07:31,,False,,EMP11234,LPT-11234,LOW,25,IN_PROGRESS,True,Usb Device Blocked,False,C:\ProgramData\svc\agent.dll,c91e5cd85920bd3d50f46f7dc8c3d4a3c143d34f66cd5f0a66f3c077e4bc0add
EPA00007088,08-26-2026 09:58:43 AM,1787936323,,EMP10408,Defender,MALWARE_DETECTED,HIGH,RESOLVED,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,python.exe,2dcf856178e6691b68b7168b1e70ee4e68ffaca898510831e826c486fcc8fc90,,High,2026-08-26 09:58:43,2026-08-28 16:58:43,False,55.0,EMP10408,,HIGH,75,RESOLVED,False,Malware_Detected,True,D:\Projects\scripts\cleanup.ps1,2dcf856178e6691b68b7168b1e70ee4e68ffaca898510831e826c486fcc8fc90
EPA00000765,1785617085,,LPT-11978,emp11978,Carbon Black,suspicious_powershell,High,Open,Malicious file blocked. User notified. Need validation.,,winword.exe,2dab9856d7e0e2e82b917f5c1ab9d840a6f4aab116072fa195c25b69f537733a,,L,2026-08-01 20:44:45,,False,,EMP11978,LPT-11978,HIGH,75,OPEN,True,Suspicious_Powershell,True,Unknown,2dab9856d7e0e2e82b917f5c1ab9d840a6f4aab116072fa195c25b69f537733a
EPA00003909,01-Sep-2026 17:27:28,05/09/2026,WS-10749,EMP10749,McAfee,Unusual admin share access,L,Investigating,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,msedge.exe,d9f12a6c33e74b0d8a4feb3f2b9e65da7e1097b03d96282c62e3e3569fb4df95,,Low,2026-09-01 17:27:28,2026-09-05 00:00:00,False,78.54,EMP10749,WS-10749,LOW,25,IN_PROGRESS,True,Unusual Admin Share Access,False,E:\Backup\data.rar,d9f12a6c33e74b0d8a4feb3f2b9e65da7e1097b03d96282c62e3e3569fb4df95
EPA00003514,2026-08-15 03:46:23,2026/08/15,VDR-12875,12875,McAfee,Malware detected,L,Active,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,,f88e4aac350b782cd9a1962b6,incident.team,H,2026-08-15 03:46:23,2026-08-15 00:00:00,True,,EMP12875,VDR-12875,LOW,25,OPEN,True,Malware Detected,True,C:\Users\user\AppData\Local\Temp\cache.bin,f88e4aac350b782cd9a1962b6
EPA00006983,2026-08-11 11:31:51,2026-08-13 09:31:51,LPT-10936.corp.local,EMP 10936,Kaspersky,ransomware_behavior,L,Active,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,57d6b4055858691f2c3156a604f46f291d62a525e1d2ccbef8011943b4dbfad6,,,2026-08-11 11:31:51,2026-08-13 09:31:51,False,46.0,EMP10936,LPT-10936,LOW,25,OPEN,True,Ransomware_Behavior,True,C:\Users\Public\Downloads\invoice.exe,57d6b4055858691f2c3156a604f46f291d62a525e1d2ccbef8011943b4dbfad6
EPA00004501,08-Aug-2026 12:32:26,2026-08-10 13:32:26,,EMP11141,Windows Defender,Unauthorized USB,M,Unassigned,Multiple failed attempts to disable security agent.,C:\ProgramData\svc\agent.dll,powershell.exe,,incident.team,Medium,2026-08-08 12:32:26,2026-08-10 13:32:26,False,49.0,EMP11141,,MEDIUM,50,IN_PROGRESS,True,Unauthorized Usb,False,C:\ProgramData\svc\agent.dll,unknown
EPA00002448,10/08/2026 18:01,2026-08-12 09:01:55,WS-12887,emp_12887,SYMANTEC,Suspicious PowerShell Execution,Minor,O,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,dc750590a18ebba3508174bbdfda69723455eedcbf2baaf69a38da6d1f39e49b,,M,2026-08-10 18:01:00,2026-08-12 09:01:55,False,39.02,EMP12887,WS-12887,LOW,25,OPEN,True,Suspicious Powershell Execution,True,C:\Windows\System32\drivers\etc\hosts,dc750590a18ebba3508174bbdfda69723455eedcbf2baaf69a38da6d1f39e49b
EPA00004011,2026-08-11 17:46:17,12/08/2026 21:46,VDR-12835,EMP 12835,McAfee,Keylogger suspected,Low,Open,Suspicious script execution observed. Logs attached.,,powershell.exe,1f34ebcc08f39501f6d82fe53006a81be6477cd7195e26afbcb3ce9f78f6d251,admin,Medium,2026-08-11 17:46:17,2026-08-12 21:46:00,False,28.0,EMP12835,VDR-12835,LOW,25,OPEN,True,Keylogger Suspected,False,Unknown,1f34ebcc08f39501f6d82fe53006a81be6477cd7195e26afbcb3ce9f78f6d251
EPA00001260,2026-09-04 14:05:35,2026-09-08 01:05:35,LPT-12481,EMP 12481,Carbon Black,Unusual admin share access,M,O,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,unknown,057563e74b6381f932b09b00a5da44b350753381d14eab7901bd7c710098ed95,soc.analyst2,H,2026-09-04 14:05:35,2026-09-08 01:05:35,False,83.0,EMP12481,LPT-12481,MEDIUM,50,OPEN,True,Unusual Admin Share Access,False,D:\Projects\scripts\cleanup.ps1,057563e74b6381f932b09b00a5da44b350753381d14eab7901bd7c710098ed95
EPA00007186,25/08/2026 10:10,26/08/2026 16:10,WS-10442,10442,Defender,Lateral movement detected,CRIT,Resolved,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,,aca2fd412bccd90b0f0a0a3e868f56851e60ff9c5d9872d605e1d5e01de5623b,soc.analyst2,,2026-08-25 10:10:00,2026-08-26 16:10:00,False,30.0,EMP10442,WS-10442,CRITICAL,100,RESOLVED,False,Lateral Movement Detected,True,C:\Users\Public\Downloads\invoice.exe,aca2fd412bccd90b0f0a0a3e868f56851e60ff9c5d9872d605e1d5e01de5623b
EPA00003093,2026-08-30T15:40:47,2026-09-02 10:40:47,WS-10573,EMP10573,Windows Defender,ransomware_behavior,CRIT,Closed,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,,d6fc7f6e2d8b41009e1026f18725f0430813149b6bb31b6f56062ad0897b4f0d,admin,Critical,2026-08-30 15:40:47,2026-09-02 10:40:47,False,67.0,EMP10573,WS-10573,CRITICAL,100,RESOLVED,False,Ransomware_Behavior,True,C:\Users\user\Desktop\salary.xlsx,d6fc7f6e2d8b41009e1026f18725f0430813149b6bb31b6f56062ad0897b4f0d
EPA00001025,06/08/2026,08/08/2026,WS-10121,EMP10121,Quick Heal,Credential dumping attempt,Minor,IN_PROGRESS,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,powershell.exe,c00402d15b8ce40b93b8634ff9478c5b96a6df0d1cc4fe2cab126c67b31352c9,incident.team,CRITICAL,2026-08-06 00:00:00,2026-08-08 00:00:00,False,48.0,EMP10121,WS-10121,LOW,25,IN_PROGRESS,True,Credential Dumping Attempt,True,C:\Windows\Temp\update.tmp,c00402d15b8ce40b93b8634ff9478c5b96a6df0d1cc4fe2cab126c67b31352c9
EPA00005205,2026-08-18 11:31:03,08-19-2026 01:31:03 AM,WS-10933,EMP10933,McAfee,USB device blocked,Major,R,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,0602163e0d5119f61c01d4bf28e8fdbcdb8d1ce7e0c24dc24dc88ab550be7dc1,,,2026-08-18 11:31:03,2026-08-19 01:31:03,False,14.0,EMP10933,WS-10933,MEDIUM,50,OPEN,True,Usb Device Blocked,False,C:\Users\user\AppData\Local\Temp\cache.bin,0602163e0d5119f61c01d4bf28e8fdbcdb8d1ce7e0c24dc24dc88ab550be7dc1
EPA00000753,2026-08-30 06:07:08,09-04-2026 02:07:08 AM,LPT-10521,EMP10521,Quick Heal,Unusual admin share access,Low,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Windows\Temp\update.tmp,chrome.exe,e0a8a2ea0b93e9eacea15012f3,unassigned,M,2026-08-30 06:07:08,2026-04-09 02:07:08,True,,EMP10521,LPT-10521,LOW,25,IN_PROGRESS,True,Unusual Admin Share Access,False,C:\Windows\Temp\update.tmp,e0a8a2ea0b93e9eacea15012f3
EPA00003205,2026-08-09 00:18:33,11/08/2026,VDR-12123,emp_12123,Defender,suspicious_powershell,P4,OPEN,Alert triggered by abnormal network connection.,,powershell.exe,e1d2f60371840ee4daaf6d21761d457b191854664edb0ac52de50427172db2b2,soc.analyst1,Low,2026-08-09 00:18:33,2026-08-11 00:00:00,False,47.69,EMP12123,VDR-12123,LOW,25,OPEN,True,Suspicious_Powershell,True,Unknown,e1d2f60371840ee4daaf6d21761d457b191854664edb0ac52de50427172db2b2
EPA00005399,2026-08-06 15:06:50,2026-08-09 04:06:50,ws-10553,EMP10553,SYMANTEC,Malware detected,MEDIUM,Unassigned,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,unknown,,admin,L,2026-08-06 15:06:50,2026-08-09 04:06:50,False,61.0,EMP10553,WS-10553,MEDIUM,50,IN_PROGRESS,True,Malware Detected,True,C:\ProgramData\svc\agent.dll,unknown
EPA00000352,,18/08/2026 04:14,VDR-11387,EMP11387,SentinelOne,suspicious_powershell,LOW,Open,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,python.exe,3fec2a8bb3477d50c4e9aaeacc6c26608f6f2d1bfc009a875db493172f78562c,soc.analyst2,M,,2026-08-18 04:14:00,False,,EMP11387,VDR-11387,LOW,25,OPEN,True,Suspicious_Powershell,True,D:\Projects\scripts\cleanup.ps1,3fec2a8bb3477d50c4e9aaeacc6c26608f6f2d1bfc009a875db493172f78562c
EPA00007983,1787123197,,WS-11896,EMP11896,CrowdStrike,Malware detected,H,N,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,,7996af8b75c9383d7eb0f4f77c2f79064c443ede1a72a009e83b5b49b15a4a61,soc.analyst2,M,2026-08-19 07:06:37,,False,,EMP11896,WS-11896,HIGH,75,OPEN,True,Malware Detected,True,C:\ProgramData\svc\agent.dll,7996af8b75c9383d7eb0f4f77c2f79064c443ede1a72a009e83b5b49b15a4a61
EPA00004425,2026-09-09T06:01:19,2026/09/11,vdr-12002,12002,SYMANTEC,Browser hijack attempt,Moderate,NEW,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,excel.exe,0abacd21e28086a2bebf15488e0593ac8fc642ec932001bcef719ce58f147b48,soc.analyst2,Medium,2026-09-09 06:01:19,2026-09-11 00:00:00,False,41.98,EMP12002,VDR-12002,MEDIUM,50,OPEN,True,Browser Hijack Attempt,False,C:\ProgramData\svc\agent.dll,0abacd21e28086a2bebf15488e0593ac8fc642ec932001bcef719ce58f147b48
EPA00002216,1787941554,1788024354,LPT-12783,EMP12783,Defender,Phishing URL blocked,MEDIUM,Open,Endpoint protection detected suspicious activity on host.,,excel.exe,,,Low,2026-08-28 18:25:54,2026-08-29 17:25:54,False,23.0,EMP12783,LPT-12783,MEDIUM,50,OPEN,True,Phishing Url Blocked,False,Unknown,unknown
EPA00005061,08/09/2026 10:32,,LPT-12722.corp.local,EMP12722,SYMANTEC,ransomware_behavior,MEDIUM,In Progress,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,excel.exe,5afdade5c0ff24f5d9bfc96ac4b2e4234978d1ce0680cc48ce3f91f43505ebde,unassigned,L,2026-09-08 10:32:00,,False,,EMP12722,LPT-12722,MEDIUM,50,IN_PROGRESS,True,Ransomware_Behavior,True,C:\Windows\Temp\update.tmp,5afdade5c0ff24f5d9bfc96ac4b2e4234978d1ce0680cc48ce3f91f43505ebde
EPA00007325,1788196694,,VDR-12338.corp.local,EMP12338,Kaspersky,MALWARE_DETECTED,P2,OPEN,Endpoint agent blocked execution. Review required.,,powershell.exe,b88ddf98defcff57836d50d986137b446cf897fb722caf967c860fffa2e6aee8,,Medium,2026-08-31 17:18:14,,False,,EMP12338,VDR-12338,HIGH,75,OPEN,True,Malware_Detected,True,Unknown,b88ddf98defcff57836d50d986137b446cf897fb722caf967c860fffa2e6aee8
EPA00002819,2026/08/09,2026-08-10 05:45:22,LPT-12721.corp.local,EMP12721,Kaspersky,Unauthorized USB,High,Not Malicious,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,,d1278fd1fb8c86415e9c2fc695e6733b9512e9e04ce9fc28e9baa3d56a4fd12c,unassigned,L,2026-08-09 00:00:00,2026-08-10 05:45:22,False,29.76,EMP12721,LPT-12721,HIGH,75,OPEN,True,Unauthorized Usb,False,C:\Users\user\Desktop\salary.xlsx,d1278fd1fb8c86415e9c2fc695e6733b9512e9e04ce9fc28e9baa3d56a4fd12c
EPA00007219,2026-08-03 00:18:27,08-04-2026 02:18:27 PM,WS-12839,EMP12839,SYMANTEC,Suspicious PowerShell Execution,P3,Resolved,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,965a1bd7e2ff45eb7cd0aa275b458ef74a2567d30d0e281dfa2220b5784d25ce,,Critical,2026-08-03 00:18:27,2026-04-08 14:18:27,True,,EMP12839,WS-12839,MEDIUM,50,RESOLVED,False,Suspicious Powershell Execution,True,C:\Users\user\AppData\Local\Temp\cache.bin,965a1bd7e2ff45eb7cd0aa275b458ef74a2567d30d0e281dfa2220b5784d25ce
EPA00004933,2026/08/25,1787964538,VDR-12313.corp.local,EMP12313,CrowdStrike,Unauthorized USB,HIGH,OPEN,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,,b88d78e4835b1e352f582fa202d3332aec75e4a24220791ac211ccb80269c694,,Low,2026-08-25 00:00:00,2026-08-29 00:48:58,False,96.82,EMP12313,VDR-12313,HIGH,75,OPEN,True,Unauthorized Usb,False,C:\ProgramData\svc\agent.dll,b88d78e4835b1e352f582fa202d3332aec75e4a24220791ac211ccb80269c694
EPA00000562,2026/08/21,22-Aug-2026 18:55:28,WS-12401,emp12401,Defender,Trojan:Win32,L,Resolved,User reported machine slowdown after popup. AV alert generated.,,explorer.exe,d5f8af7d10e689c67c5421214d884b6326bda5fa4432bdbe8114947b5f12c0e0,admin,H,2026-08-21 00:00:00,2026-08-22 18:55:28,False,42.92,EMP12401,WS-12401,LOW,25,RESOLVED,False,Trojan:Win32,True,Unknown,d5f8af7d10e689c67c5421214d884b6326bda5fa4432bdbe8114947b5f12c0e0
EPA00001942,2026-09-07 12:24:06,11/09/2026 15:24,vdr-11036,EMP-11036,SYMANTEC,Lateral movement detected,L,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,91ce11d1a1d9e024b1c70bfa8565eddb7ad991e9363b90cca1bd495b559c9648,incident.team,LOW,2026-09-07 12:24:06,2026-09-11 15:24:00,False,99.0,EMP11036,VDR-11036,LOW,25,IN_PROGRESS,True,Lateral Movement Detected,True,C:\Windows\System32\drivers\etc\hosts,91ce11d1a1d9e024b1c70bfa8565eddb7ad991e9363b90cca1bd495b559c9648
EPA00004265,12/08/2026 20:45,17/08/2026 14:45,WS-10706,EMP10706,CrowdStrike,Unusual admin share access,P2,CLOSED,Malicious file blocked. User notified. Need validation.,,excel.exe,,,M,2026-08-12 20:45:00,2026-08-17 14:45:00,False,114.0,EMP10706,WS-10706,HIGH,75,RESOLVED,False,Unusual Admin Share Access,False,Unknown,unknown
EPA00004907,03/08/2026 15:29,07/08/2026 21:29,LPT-12197,EMP12197,Defender,suspicious_powershell,Minor,NEW,User reported machine slowdown after popup. AV alert generated.,,python.exe,c72bc3ec3188a0e9dfbf7c27198e6ed26efac898fd264e0cc5e3b769e9d9dd36,,,2026-08-03 15:29:00,2026-08-07 21:29:00,False,102.0,EMP12197,LPT-12197,LOW,25,OPEN,True,Suspicious_Powershell,True,Unknown,c72bc3ec3188a0e9dfbf7c27198e6ed26efac898fd264e0cc5e3b769e9d9dd36
EPA00005935,1788534763,2026-09-05 20:12:43,vdr-10007,EMP10007,SentinelOne,USB device blocked,H,O,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,python.exe,,admin,Low,2026-09-04 15:12:43,2026-09-05 20:12:43,False,29.0,EMP10007,VDR-10007,HIGH,75,OPEN,True,Usb Device Blocked,False,E:\Backup\data.rar,unknown
