log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000020664,26/08/2026 09:57,LPT-10459,192.168.47.215,173.132.147.199,0,3306,UDP,PERMIT,8281873,19954488,SID745896,True,BLOCK_EXTERNAL_RDP,US
FW000005747,07-Aug-2026 02:34:02,VDR-12178.corp.local,172.16.127.229,999.999.999.999,443,8443,6,Allow,3085713,"1,814,690",SID636575,False,block_tor_exit,
FW000005712,08-08-2026 12:05:55 AM,VDR-12975,192.168.217.123,192.168.7.97,8443,NA,tcp,permit,"47,688,298",NA,sid518782,False,ALLOW_INTERNAL_DNS,India
FW000026224,2026-08-12 16:41:13,WS_11839,10.91.121,192.168.238.169,NA,84719,UDP/17,permit,19567779,NA,SID-219807,N,BLOCK_EXTERNAL_RDP,unknown
FW000005007,06/09/2026 01:43,VDR-10677,172.16.150.177,999.999.999.999,25,8080,tcp,PERMIT,NA,49257483,,no,NA,China
FW000019677,1788850697,LPT-12721,192.168.72.,172.16.176.70,8080,-5,tcp,pass,14977972,48915344,SID530484,False,,
FW000011357,1787945716,LPT-12583.corp.local,10.0.254,UNKNOWN,443,90418,tcp,ALLOW,32227851,-19913565,SID-537946,False,BLOCK_EXTERNAL_RDP,India
FW000014523,2026-08-08T10:50:23,vdr-12022,74.165.62.109,10.96.93,22,97774,udp,PASS,7076680,,SID226623,False,ALLOW_INTERNAL_DNS,IN
FW000029550,09-Aug-2026 01:30:05,LPT-12829.corp.local,172-16.231.191,10.236.231,443,8080,TCP/6,ALLOW,25519.12 KB,42727456,SID569293,False,BLOCK_EXTERNAL_RDP,ind
FW000025497,08-21-2026 08:43:25 PM,lpt-10420,192.168.47.40,10.5.189,8080,445,TCP/6,DENY,6180426,666.72 KB,SID203633,no,DENY_TELNET,US
FW000028319,08-16-2026 12:46:50 AM,WS-12745,192.168.222.149,102.201.217.175,445,8080,udp,permit,21.37 MB,"31,324,387",SID386234,False,NA,Russia
FW000009162,2026-08-29T15:20:58,VDR-11232,192.168.183.9,123.214.219.41,NA,78977,tcp,pass,-44798810,-36319593,SID535345,False,BLOCK_EXTERNAL_RDP,United States
FW000010825,1788360791,VDR-10282,999.999.999.999,107.227.85.192,135,1433,udp,Allow,38.08 MB,10.39 MB,SID345846,False,UNKNOWN,United States
FW000007501,1788936768,VDR-10601,10.160.188,184.234.83.249,82119,1433,udp,PASS,"38,802,702",NA,SID506441,False,DENY_TELNET,United States
FW000007908,20-Aug-2026 00:42:24,WS_11948,192.168.175.123,999.999.999.999,445,1433,TCP/6,ALLOW,32475459,28395773,sid489985,False,allow_office_apps,ind
FW000028195,1787489996,VDR-12373,999.999.999.999,10.72.195.0,25,1433,udp,Allow,14413157,17524056,SID-145349,False,block_tor_exit,RU
FW000019359,08-27-2026 10:19:30 PM,VDR-10558,192.168.75.90.0,192.168.203.223,22,80,tcp,PERMIT,13958.3 KB,49565527,,N,UNKNOWN,unknown
FW000014000,2026-08-17T05:09:57,LPT-12714,172.16.121.39,172.16.86.57.0,80,443,UDP,PASS,20500495,"35,092,922",SID143230,False,ALLOW_INTERNAL_DNS,United States
FW000015393,08-17-2026 11:49:17 AM,VDR-11848,UNKNOWN,144.181.124.82,-1,22,UDP,Allow,41102502,19926287,SID953739,False,MONITOR_DB_ACCESS,US
FW000022888,06/09/2026,WS-12097,172.16.39.254,999.999.999.999,67733,135,tcp,drop,38671322,25598235,sid547013,yes,BLOCK_EXTERNAL_RDP,CN
FW000006634,25/08/2026,LPT-10182,186-145.61.60,131.168.96.39,443,80,tcp,PASS,3996463,26068183,SID106574,False,UNKNOWN,Russia
FW000021508,03/09/2026 20:24,LPT-11414,172.16.180.68,192.168.165.234,,,tcp,pass,"6,043,417",45144069,SID-631605,False,,United States
FW000024075,,VDR-10481,192-168.143.34,36.179.146.161,76037,53,TCP/6,pass,"8,708,219",10806230,sid625648,False,NA,India
FW000021653,25/08/2026,LPT-12227,10-208.6,UNKNOWN,3306,1433,icmp,Allow,NA,380160,SID437623,False,,
FW000021211,22/08/2026,LPT-11115,,20.65.84.63,8080,3306,UDP/17,Allow,3661974,34449524,SID720886,N,ALLOW_WEB,China
FW000027068,08-07-2026 02:38:38 AM,ws-11835,172.16.171.42,82-214.190.235,53,8080,6,PASS,27752.73 KB,32203704,,False,BLOCK_EXTERNAL_RDP,IN
FW000006120,2026-08-03 10:23:16,VDR-11436,192.168.255.148,10.59.163,22,3306,udp,PERMIT,30082539,3192267,,0,ALLOW_INTERNAL_DNS,unknown
FW000027423,2026/08/17,WS-12853,192.168.77.118,10.29.114,-2,NA,tcp,PASS,44772.02 KB,-28716720,SID112460,True,UNKNOWN,
FW000012120,15-Aug-2026 06:28:51,WS-10082.corp.local,10.16.57,221.4.68.51,443,53,TCP,pass,-43744372,16691525,,0,BLOCK_EXTERNAL_RDP,India
FW000018380,08-17-2026 10:24:42 PM,VDR-12498,10.96.118,192.168.93.42,3389,-3,UDP,DROP,49778392,3379895,SID602159,False,ALLOW_INTERNAL_DNS,India
FW000009007,,VDR-11420,175-165.121.34,206.192.105.174,3306,25,udp,permit,,7625296,sid872816,True,UNKNOWN,United States
FW000013788,,LPT-12223,10.249.107.,75.190.207.,135,53,6,drop,3296222,"5,776,543",SID151048,True,MONITOR_DB_ACCESS,RU
FW000007307,2026-08-14 03:55:24,ws-10995,155.23.195.222,192.168.66.131,3389,443,UDP/17,DROP,29139.1 KB,37429200,SID502800,N,DENY_TELNET,CN
FW000014580,25-Aug-2026 05:21:18,WS_12876,110.55.138.,119.33.22.,1433,1433,6,DENY,14.87 MB,"48,377,173",SID733163,False,block_tor_exit,China
FW000003877,,WS-11756,10.238.42.,184.160.74.165,445,1433,TCP,ALLOW,,11467613,SID708660,False,BLOCK_EXTERNAL_RDP,China
FW000006170,15/08/2026,LPT-11992,145.175.178.29,172.16.147.3,NA,8080,1,permit,2993817,18904735,SID713225,False,ALLOW_INTERNAL_DNS,RU
FW000015932,22/08/2026,WS-10399,172.16.122.218,77.249.201.9,3389,25,TCP/6,PASS,"38,110,566",1915904,SID642875,False,ALLOW_INTERNAL_DNS,China
FW000015608,01/09/2026,WS-10394,172.16.215.,174.170.178.180,-2,443,TCP,PERMIT,10892223,"1,840,626",SID819693,N,,
FW000012024,,WS-12003,192.168.115.173,65.223.234.168,3389,NA,6,pass,NA,-44856276,SID983547,False,UNKNOWN,unknown
FW000017893,2026-09-08 13:15:02,WS-10687,10.40.253.0,160.170.62.62,443,3389,6,pass,26855637,-37415060,SID784059,False,BLOCK_EXTERNAL_RDP,Russia
FW000016339,2026-08-12T21:55:47,ws-10694,10.22.197,UNKNOWN,8080,3389,TCP,Allow,23079042,33287162,SID505531,False,ALLOW_INTERNAL_DNS,unknown
FW000008640,2026-08-24T11:35:36,LPT-12532,UNKNOWN,10.131.113.,22,NA,TCP,permit,NA,24.87 MB,SID379375,False,block_tor_exit,
FW000029232,22/08/2026 16:57,VDR-12602,UNKNOWN,55.37.52.104,25,NA,TCP/6,pass,29246202,"8,271,481",SID842531,False,block_tor_exit,China
FW000009556,08/09/2026 21:52,WS-12512,172.16.116.204,106.148.121.,1433,1433,tcp,PASS,41116489,"41,470,840",,0,ALLOW_INTERNAL_DNS,
FW000013011,08-30-2026 08:33:14 AM,LPT-11680,192.168.191.134,,3389,25,tcp,PERMIT,45510073,NA,SID765814,False,ALLOW_WEB,
FW000028084,31/08/2026 04:00,LPT-12275,172.16.111.207,172.16.97.,76473,443,UDP,deny,11839616,42.49 MB,sid377421,False,NA,India
FW000024686,08-03-2026 04:24:24 AM,WS-10415,UNKNOWN,172.16.196.130,443,53,TCP/6,PERMIT,16035186,40233283,SID698238,False,MONITOR_DB_ACCESS,Russia
FW000015003,06/09/2026 07:29,LPT-10980,216.211.249.141,,135,71367,1,PERMIT,4.15 MB,35156248,SID995329,False,block_tor_exit,China
FW000018968,05/08/2026,WS-11968.corp.local,90-44.12.149,10.151.157,25,53,6,PASS,9197.84 KB,13370776,SID931625,0,allow_office_apps,United States
FW000002062,2026-08-30 03:01:27,vdr-11832,192.168.251.250.0,44.255.234.94,53,3306,tcp,permit,NA,"22,630,950",SID737606,False,MONITOR_DB_ACCESS,ind
FW000020662,2026-08-08 11:54:23,VDR-10732,999.999.999.999,10.38.226.,22,,tcp,DROP,4801493,39578918,SID441837,False,ALLOW_INTERNAL_DNS,US
FW000004255,09/09/2026 13:07,WS_10696,192-168.154.123,10.109.10.0,53,443,TCP,ALLOW,40317475,,SID490252,False,NA,United States
FW000012556,2026/08/15,ws-10494,172.16.160.96,10.213.11,1433,135,tcp,ALLOW,17931521,6178374,SID935038,0,UNKNOWN,
FW000026695,17-Aug-2026 15:34:39,lpt-11762,10.82.4,192.168.179.242,84191,3389,6,permit,8024284,3553333,NA,False,MONITOR_DB_ACCESS,CN
FW000015965,2026-08-11T05:35:01,VDR_11306,192.168.242.99,122.205.171.211,445,,tcp,ALLOW,"44,803,441",29331957,,False,NA,
FW000015267,27/08/2026 04:00,LPT-11900,22.35.241.228,192.168.5.101,135,8080,tcp,DENY,1950388,"24,579,126",SID209227,False,BLOCK_EXTERNAL_RDP,Russia
FW000001967,1788170445,LPT-12304,10.229.245.,192-168.113.218,22,3389,TCP/6,PERMIT,32.19 MB,22183.97 KB,,False,NA,Russia
FW000022538,2026-08-27 00:31:11,VDR-10712,192.168.150.155,149.69.93.113.0,445,443,TCP,PASS,38902110,969613,,False,ALLOW_WEB,RU
FW000010646,03/08/2026,LPT-12968,172.16.39.,192.168.165.171,3389,80,TCP,PERMIT,NA,"32,670,753",SID-222741,yes,NA,RU
FW000021740,2026-09-03 10:47:35,ws-11119,172.16.127.196,,3389,443,TCP,Allow,NA,41010230,SID602631,N,UNKNOWN,
FW000000281,,vdr-12750,192-168.140.51,,NA,445,tcp,PASS,26187100,"9,330,497",SID496696,False,DENY_TELNET,ind
FW000006393,1785844355,WS-10313,999.999.999.999,,135,-3,TCP,permit,49998260,NA,,0,DENY_TELNET,
FW000013992,05-Aug-2026 12:33:00,LPT-10337,,10.123.14,1433,8080,TCP/6,PERMIT,9508474,,SID199585,False,allow_office_apps,
FW000001691,28/08/2026,ws-12633,10.235.200,10.230.88.0,443,8443,TCP/6,Allow,36091919,-11651144,SID299227,0,DENY_TELNET,Russia
FW000029816,01-Sep-2026 12:04:16,WS-11657,85.88.225.22,201.94.2.,NA,70146,udp,BLOCK,40.51 MB,7841031,NA,False,allow_office_apps,unknown
FW000016783,08/08/2026 04:23,VDR-11455,10.59.54,99.234.33.137,72330,8443,TCP,PASS,-33117037,5543264,SID205512,Y,ALLOW_WEB,China
FW000000507,06-Sep-2026 23:55:07,LPT-11483,999.999.999.999,172.16.225.,135,8443,TCP/6,PERMIT,3519401,"35,512,219",SID232145,False,block_tor_exit,
FW000002044,24/08/2026 16:09,vdr-11746,192.168.254.87,,3306,8443,TCP/6,ALLOW,"24,068,854","42,935,072",SID-231160,0,,US
FW000020192,2026-09-02 11:47:27,lpt-12211,168.163.155.237,66.125.92.49,1433,86651,6,permit,14481539,"27,670,138",SID425390,False,NA,IN
FW000013763,15-Aug-2026 07:03:21,WS-11565,192-168.22.121,172.16.128.22,135,443,TCP,Allow,17489918,"23,051,865",SID442308,False,ALLOW_INTERNAL_DNS,
FW000016027,1785973316,VDR-11509,10.174.168,10.178.193,8443,-1,6,PERMIT,,31130.5 KB,SID968679,False,BLOCK_EXTERNAL_RDP,United States
FW000022231,08/09/2026,vdr-11093,172.16.202.252,192-168.121.39,,3389,TCP/6,PERMIT,23647422,15817908,SID988261,0,MONITOR_DB_ACCESS,ind
FW000018927,11-Aug-2026 04:21:04,LPT-10089,172.16.119.219,192.168.196.149,-5,1433,UDP/17,Allow,179410,"25,062,304",SID938075,False,MONITOR_DB_ACCESS,unknown
FW000008541,,VDR-11307,192.168.178.221,999.999.999.999,445,1433,UDP,drop,,"3,694,081",SID139284,False,UNKNOWN,ind
FW000019664,28-Aug-2026 09:26:24,ws-10211,192.168.155.218.0,999.999.999.999,22,1433,TCP/6,block,42.57 MB,,SID207746,1,NA,
FW000021589,,WS-10970,192.168.226.115,196-139.212.30,3306,53,UDP,Allow,15152225,47459.68 KB,SID780447,True,block_tor_exit,RU
FW000027093,,LPT-12444,80.26.210.250,56-227.110.28,443,8080,tcp,Allow,"37,170,896",7087510,SID425488,False,allow_office_apps,
FW000029682,,VDR_11966,,104.128.57.,135,53,icmp,block,35700921,26.26 MB,SID844966,False,DENY_TELNET,
FW000029363,2026-08-17T00:27:56,vdr-10005,84.82.140.119,192.168.161.22,3389,8080,TCP,PASS,13.25 MB,29923643,SID393832,0,block_tor_exit,US
FW000021023,12/08/2026,LPT-11086,,117.179.163.173,1433,1433,6,pass,7435149,,sid105589,False,UNKNOWN,India
FW000009627,1785763271,VDR-12896,172.16.229.115,196-13.111.96,,135,6,ALLOW,47223751,,SID337213,False,block_tor_exit,RU
FW000025332,09-Aug-2026 09:19:45,LPT-12653,172.16.128.104,219.232.22.78.0,79669,22,6,PERMIT,"1,364,342",30146669,SID742594,True,allow_office_apps,unknown
FW000014846,2026/08/28,VDR-12618,172.16.134.5,10.225.173,NA,94563,6,ALLOW,2170771,"45,593,442",SID351551,False,ALLOW_INTERNAL_DNS,
FW000003930,2026-08-28T20:39:37,WS-12673,192.168.48.153,10-162.130,NA,NA,17,Allow,NA,3572505,SID703196,False,ALLOW_INTERNAL_DNS,China
FW000020875,23/08/2026,VDR_11225,10.40.196,999.999.999.999,-2,8443,UDP/17,PASS,45626589,23835119,SID181220,no,ALLOW_INTERNAL_DNS,
FW000025965,24/08/2026,WS_10994,197-177.169.70,216.33.112.188,1433,135,6,permit,"42,215,137",31532694,SID416842,no,,US
FW000018349,2026-09-03T23:40:34,LPT-11658,192.168.138.109,138.141.244.160,22,8080,TCP/6,Allow,,33668918,sid354505,False,MONITOR_DB_ACCESS,United States
FW000019698,2026-08-29 21:23:08,LPT-11534,210.112.231.148,137.189.143.30,443,445,tcp,pass,"15,342,266",33129337,SID-208848,False,DENY_TELNET,ind
FW000001570,14-Aug-2026 10:02:16,WS-10085,218.62.86.156,10-130.27,NA,NA,TCP,ALLOW,7.69 MB,"21,510,834",SID883790,0,BLOCK_EXTERNAL_RDP,ind
FW000027397,03-Sep-2026 03:35:38,LPT-12974,192.168.81.81,UNKNOWN,1433,NA,6,block,2.71 MB,-25464397,SID642565,0,NA,Russia
FW000020517,07-Aug-2026 06:59:01,WS-10749,999.999.999.999,999.999.999.999,79032,,TCP/6,permit,49710322,,SID900895,False,ALLOW_WEB,US
FW000026062,03-Aug-2026 08:13:55,LPT-10003,149.133.230.158,172.16.136.8,22,53,TCP,PASS,-49562946,43.9 MB,SID379234,False,allow_office_apps,CN
FW000019773,2026-09-06 18:44:40,LPT-10131.corp.local,10.251.55,171.117.235.112,3389,445,6,PASS,7883831,"7,690,918",,True,allow_office_apps,Russia
FW000010273,2026-08-16T03:22:38,VDR_12373,81.109.22.150,,443,70690,tcp,BLOCK,42158753,7337.28 KB,,no,NA,CN
FW000016835,22-Aug-2026 20:31:58,vdr-11240,104.133.68.197,172.16.168.,135,53,TCP/6,permit,9655724,NA,SID509484,N,ALLOW_WEB,
FW000008787,,VDR-10362,UNKNOWN,10-28.230,76839,8443,UDP,block,41671519,39113470,SID-412465,False,DENY_TELNET,China
FW000025034,1785615733,WS-12632,168.242.39.117,118.162.120.102,445,NA,tcp,permit,37312074,NA,SID503614,False,block_tor_exit,IN
FW000010008,13-Aug-2026 02:34:52,LPT-12205,,57.157.11.127,3389,135,UDP,pass,40209.03 KB,33026223,SID995305,False,,Russia
FW000012258,1786313567,VDR-10295,10.84.160,192.168.100.141,445,-1,6,pass,22057302,,SID328175,N,block_tor_exit,
FW000021214,08-29-2026 09:17:56 PM,WS-11803,172.16.136.188,10.123.29,25,,UDP,permit,48734033,17564344,NA,False,block_tor_exit,Russia
FW000028015,2026-08-05 00:03:04,WS-12537,,10.205.170,8443,445,TCP/6,PASS,NA,35502354,SID441598,False,,India
FW000024074,1788097713,WS-10941,211.57.91.170,198.8.198.,70086,25,tcp,PERMIT,33170852,-48261662,SID555304,N,MONITOR_DB_ACCESS,IN
FW000003397,2026-08-26 21:00:11,WS_11248,69.95.57.189,172.16.159.211.0,8080,NA,6,PERMIT,36960.74 KB,44112174,SID184435,False,NA,CN
FW000020281,2026/08/12,VDR-11976,,999.999.999.999,NA,,TCP/6,drop,13108849,,SID794394,False,DENY_TELNET,Russia
FW000025485,2026-09-07T21:30:11,WS-11865.corp.local,57.158.26.28,71.182.25.,445,8080,TCP,DROP,45980550,9345855,,no,UNKNOWN,RU
FW000001267,2026-08-25 22:35:57,VDR-11838.corp.local,10.225.221,192.168.149.213,135,0,UDP,PERMIT,-17687699,11630358,SID378781,False,BLOCK_EXTERNAL_RDP,India
FW000028598,26/08/2026 00:08,LPT-12381,50.126.121.,10.94.105,22,97078,6,pass,4100954,19366432,SID-223841,False,NA,United States
FW000001303,2026-09-09 15:09:38,LPT-12026,172.16.179.7,192.168.210.10,53,25,6,deny,36001297,22896434,SID813819,False,,IN
FW000013025,2026-09-04 06:50:37,LPT-12517,220.8.0.175,,445,3306,TCP,Allow,21845966,12710440,,False,UNKNOWN,China
FW000014475,2026/08/06,LPT-11763,192.168.99.56,12.110.135.,,3306,TCP/6,Deny,17.75 MB,"31,589,645",SID432294,False,DENY_TELNET,United States
FW000017912,03/08/2026 20:25,VDR_12020,10.112.115,62.210.132.,3389,,6,PERMIT,12778630,NA,SID613239,False,,
FW000026717,,VDR-12883,10.79.243,172.16.136.5,3389,80,tcp,Allow,23395047,2686417,SID243254,False,NA,Russia
FW000014778,2026-09-09 06:08:22,VDR-12254.corp.local,192.168.110.241,53.42.94.147.0,443,NA,TCP/6,Deny,28229495,4625623,SID200650,False,BLOCK_EXTERNAL_RDP,India
FW000022635,08-15-2026 08:48:49 AM,,192.168.147.157,10-126.40,443,135,TCP,ALLOW,45.55 MB,31.67 MB,SID614265,False,allow_office_apps,unknown
FW000014578,22/08/2026,VDR-10588,,149.84.217.215,53,-1,UDP/17,PERMIT,"49,792,719",49508954,SID190732,no,MONITOR_DB_ACCESS,
FW000001969,1787735905,LPT-10909.corp.local,10.95.228,UNKNOWN,1433,3389,udp,ALLOW,40.42 MB,16480.76 KB,,False,allow_office_apps,
FW000013163,31/08/2026 02:06,VDR-10404,172-16.94.174,10.105.239,,53,TCP/6,Deny,"4,921,287",10204.73 KB,SID125156,N,NA,
FW000006888,,LPT-11977,172.16.13.55,71.221.219.195,3306,22,UDP,BLOCK,-6216653,1206511,NA,False,NA,
FW000020993,2026-08-16 16:41:17,LPT-11086,121.230.13.73,192.168.241.26,3306,3389,TCP,Deny,31438631,NA,SID937447,False,MONITOR_DB_ACCESS,United States
FW000004228,2026-08-09 00:29:57,VDR-12771,,21.201.152.21,8080,445,TCP/6,PERMIT,10238.08 KB,NA,SID931871,False,UNKNOWN,unknown
FW000002228,03/09/2026 00:44,WS-11505,192.168.139.3,100.116.201.194,443,22,TCP/6,permit,12434974,26255.5 KB,SID233595,no,ALLOW_INTERNAL_DNS,United States
FW000001963,2026/08/17,VDR-10458,172.16.238.180,172.16.19.57,NA,53,6,DROP,NA,39235292,SID224256,False,NA,
FW000006503,2026/08/20,lpt-11349,41.110.53.,172.16.178.209,53,91434,TCP,Allow,-38230359,21507089,SID101405,False,UNKNOWN,
FW000009359,08/08/2026 21:33,LPT-10855.corp.local,172.16.150.245,UNKNOWN,80,443,TCP/6,deny,31985026,"5,240,747",SID427493,False,allow_office_apps,unknown
FW000016273,27/08/2026 09:37,ws-10826,10.174.52,10.105.156,,3306,TCP/6,Allow,15463265,9037323,SID339284,0,MONITOR_DB_ACCESS,CN
FW000024061,2026-08-16 20:12:09,LPT-11884,80.191.107.241,172.16.118.112,,0,TCP/6,pass,24.08 MB,-46809852,SID688481,False,ALLOW_WEB,China
FW000001048,2026/09/06,VDR-11583.corp.local,192.168.55.149,,443,22,6,permit,39590115,NA,,False,UNKNOWN,
FW000017499,,VDR-11527,999.999.999.999,194.121.8.200.0,25,135,TCP/6,permit,28524655,39521713,SID157198,no,ALLOW_INTERNAL_DNS,unknown
FW000011130,08-12-2026 03:51:16 PM,VDR-12919,200.160.174.71,10.198.68,443,3306,tcp,ALLOW,5313366,43126783,SID502004,False,NA,ind
FW000004321,,VDR-10328,10.221.112,999.999.999.999,443,8080,TCP/6,Deny,-1726431,15470867,SID157308,False,MONITOR_DB_ACCESS,United States
FW000010204,23-Aug-2026 22:11:40,LPT-11716,10.251.25,10.244.41.,445,3389,TCP,DROP,3296248,45071161,SID476515,False,ALLOW_INTERNAL_DNS,
FW000021255,,VDR-11822,116.235.7.105,10.75.46,67292,135,TCP,pass,,16642601,SID809711,yes,ALLOW_INTERNAL_DNS,US
FW000028199,05/09/2026 02:23,VDR-11778,10.54.194,10.202.112,3306,79617,TCP,pass,-25054871,11172.96 KB,SID500326,False,,US
FW000014686,2026-08-16 19:45:04,VDR-12811,192.168.238.231,154.136.49.132,70190,8080,tcp,ALLOW,4438278,32627855,SID510667,False,UNKNOWN,CN
FW000001759,1786217452,LPT-12574,172.16.72.25,81.19.100.,22,135,udp,permit,28088510,26414225,,no,allow_office_apps,Russia
FW000005326,2026-08-25T19:24:45,VDR-11096.corp.local,,161.146.90.,8443,NA,TCP,BLOCK,"36,348,203",16924098,NA,False,allow_office_apps,US
FW000007169,03-Aug-2026 04:24:33,WS-10729,192.168.120.99,208.144.155.,135,8080,tcp,deny,47913465,29867558,SID265862,0,BLOCK_EXTERNAL_RDP,RU
FW000009460,30/08/2026 02:21,LPT-11906,217.118.179.17.0,,-4,75278,17,ALLOW,9891109,9419441,SID862876,False,UNKNOWN,unknown
FW000026438,1788223663,LPT-10891,10.129.139,172.16.140.24,,445,TCP,pass,45057924,44767.96 KB,SID661121,False,DENY_TELNET,US
FW000013762,03/08/2026,LPT-11333,172.16.255.194,122.79.26.235,NA,3389,TCP/6,Allow,30726429,29.82 MB,SID597682,0,MONITOR_DB_ACCESS,ind
FW000025723,08-26-2026 08:15:06 AM,LPT-12574,UNKNOWN,102.238.131.210,NA,3306,TCP,ALLOW,"18,343,725",,NA,False,block_tor_exit,United States
FW000024665,1788116290,LPT-10112,192.168.66.159,10.42.151,-5,53,TCP,pass,"42,244,347",5966059,SID328729,False,allow_office_apps,United States
FW000015738,06-Aug-2026 15:42:07,VDR-10138,172.16.149.,103.148.152.210,8443,8443,udp,block,42465035,44537305,,False,BLOCK_EXTERNAL_RDP,Russia
FW000027218,2026-09-09T13:25:02,WS-11026,177.114.156.200,168.99.11.142,8080,445,TCP/6,pass,2155369,12090128,SID-924319,no,allow_office_apps,unknown
FW000029685,30/08/2026 02:43,ws-12501,192.168.30.,UNKNOWN,8080,,TCP,PASS,5474054,38.53 MB,SID855039,no,UNKNOWN,ind
FW000022823,2026-08-26 22:33:47,LPT-12672,172.16.166.56.0,192.168.198.205,80,-5,TCP,PASS,33305305,15165635,SID115152,False,allow_office_apps,unknown
FW000007488,2026-08-18 09:44:48,LPT-11030,172.16.25.26,151.159.178.145,443,,UDP,PERMIT,9201691,34038793,SID203485,False,DENY_TELNET,India
FW000016817,,,10.181.97,172.16.29.34,443,443,TCP,PERMIT,20860264,40644827,,N,allow_office_apps,China
FW000022069,2026-08-29 14:04:35,LPT-10834,172.16.220.252,UNKNOWN,0,445,6,PERMIT,NA,39876178,SID295239,True,ALLOW_WEB,US
FW000014705,2026-08-31T05:49:22,WS-11648,192.168.90.161,,80,,TCP/6,pass,17.65 MB,1628998,SID278381,False,NA,RU
FW000017426,26-Aug-2026 05:58:10,WS-10036,172-16.170.210,172.16.158.21,8080,3306,6,Deny,47692461,NA,SID-542385,False,UNKNOWN,
FW000008341,2026-08-21 04:18:06,WS-12482,223.147.60.173,UNKNOWN,1433,,TCP/6,Allow,40626.78 KB,27641528,SID578043,False,NA,IN
FW000022091,2026-08-23 04:52:05,WS-10991,172.16.93.195,192.168.156.50,53,,TCP/6,PERMIT,17688762,10193580,SID302826,False,allow_office_apps,US
FW000005222,12/08/2026,VDR-11277,10.165.165.0,202.136.196.135.0,25,,TCP/6,PERMIT,1477673,NA,sid670334,False,,India
FW000020866,02/09/2026,WS-10512,147.142.174.114,UNKNOWN,22,8080,6,DROP,16734.96 KB,818410,SID814902,True,ALLOW_WEB,unknown
FW000028940,24-Aug-2026 00:44:22,VDR-12558,192.168.71.28,172.16.191.75,25,1433,tcp,permit,12271311,32404.84 KB,SID309731,False,allow_office_apps,China
FW000027250,17-Aug-2026 00:07:07,WS-10707,192.168.124.47,192.168.248.18,135,22,tcp,Deny,,33871732,SID862050,False,NA,IN
FW000021135,09-02-2026 10:56:59 AM,LPT-11593,172.16.128.121,79.230.31.45,80,445,tcp,deny,11.8 MB,11664385,,0,DENY_TELNET,RU
FW000008448,28-Aug-2026 08:26:59,LPT-10630,187.54.17.90,10.109.58,NA,3306,6,permit,49677334,,sid540484,False,block_tor_exit,CN
FW000018135,2026/08/26,,10.117.224,186-2.11.104,NA,445,6,ALLOW,25115366,45360024,,no,block_tor_exit,India
FW000014866,2026/08/12,WS-10082,192.168.86.185,172.16.4.6,0,22,icmp,deny,-1560473,,SID910313,True,UNKNOWN,unknown
FW000016072,2026-08-11T15:53:54,VDR_10924,192.168.139.11,192.168.70.65,,NA,TCP/6,block,14504933,NA,SID899163,False,block_tor_exit,IN
FW000003185,08-08-2026 05:19:26 AM,lpt-11208,48.109.41.135,,80,,TCP/6,DROP,,6973113,SID-900839,N,MONITOR_DB_ACCESS,US
FW000013988,,lpt-12416,172.16.204.62,UNKNOWN,1433,1433,TCP/6,deny,"22,103,211",,SID744438,N,MONITOR_DB_ACCESS,ind
FW000022366,02/08/2026 11:49,LPT-12685,UNKNOWN,,86206,135,UDP,permit,42266691,425027,SID760213,0,DENY_TELNET,RU
FW000000981,2026/09/02,LPT-11680,115.118.22.69,10.2.60,25,22,TCP/6,Allow,"9,144,402",4135829,SID507237,False,allow_office_apps,United States
FW000025491,07/08/2026 12:39,WS-11612.corp.local,999.999.999.999,999.999.999.999,3306,443,17,PASS,1.32 MB,48740615,SID503813,False,DENY_TELNET,IN
FW000017593,2026-08-18 08:42:51,LPT-11762,999.999.999.999,UNKNOWN,8080,3389,TCP/6,drop,20.76 MB,23580.01 KB,SID265170,False,UNKNOWN,United States
FW000007162,2026-08-20 16:22:34,VDR-11297,192.168.95.139,115.197.146.183,75542,3306,TCP/6,PERMIT,-31021721,,SID247082,False,ALLOW_INTERNAL_DNS,US
FW000009001,,LPT-11202,50.169.137.12,,135,25,TCP/6,drop,"34,773,119",,,False,,India
FW000000335,16-Aug-2026 14:08:28,LPT-12636,192.168.231.102,192.168.185.209.0,8443,8443,UDP,Allow,14126969,NA,SID707838,False,,IN
FW000023049,09-08-2026 11:17:43 AM,LPT_11604,172.16.65.27,76.65.119.,,135,udp,DROP,40618647,9315914,sid227360,False,allow_office_apps,ind
FW000011226,05-Sep-2026 02:17:25,WS-10827,172.16.253.61,219.244.127.200,22,8080,UDP/17,pass,37477073,24.46 MB,SID496146,1,UNKNOWN,ind
FW000029011,2026-08-12 03:59:05,WS-11467,10.4.129,172.16.41.226,1433,85440,ICMP,pass,"48,299,807",13427178,NA,False,MONITOR_DB_ACCESS,US
FW000026341,04/09/2026 07:33,VDR-11927,UNKNOWN,192.168.154.139,3389,25,UDP/17,BLOCK,22778363,-35399416,SID727126,no,ALLOW_INTERNAL_DNS,
FW000016894,2026-09-04T08:53:12,VDR-11375,57-143.18.234,215.179.31.167,443,89568,TCP,Allow,40081215,41433320,SID491680,False,DENY_TELNET,RU
